aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
172,88.7,2024-08-01:06,3,109,72,72,33,2024-08-01T13:00:00,2024-08-01T06:00:00,1722492000
216,87.2,2024-08-01:07,3.3,104.3,131.3,105,31.3,2024-08-01T14:00:00,2024-08-01T07:00:00,1722495600
202,85.6,2024-08-01:08,3.7,99.7,103,94.5,29.7,2024-08-01T15:00:00,2024-08-01T08:00:00,1722499200
195,84,2024-08-01:09,4,95,99,89,28,2024-08-01T16:00:00,2024-08-01T09:00:00,1722502800
187,158.5,2024-08-01:10,12.3,83.7,93,83.5,40,2024-08-01T17:00:00,2024-08-01T10:00:00,1722506400
177,233.1,2024-08-01:11,20.7,72.3,87,75.5,52,2024-08-01T18:00:00,2024-08-01T11:00:00,1722510000
118,307.6,2024-08-01:12,29,61,51,42,64,2024-08-01T19:00:00,2024-08-01T12:00:00,1722513600
168,318.1,2024-08-01:13,29,58,86.3,69,70,2024-08-01T20:00:00,2024-08-01T13:00:00,1722517200
100,328.6,2024-08-01:14,29,55,35,35,76,2024-08-01T21:00:00,2024-08-01T14:00:00,1722520800
129,339.1,2024-08-01:15,29,52,46,46,82,2024-08-01T22:00:00,2024-08-01T15:00:00,1722524400
115,314.8,2024-08-01:16,25,54.3,41,41,72.7,2024-08-01T23:00:00,2024-08-01T16:00:00,1722528000
123,290.4,2024-08-01:17,21,56.7,44,44,63.3,2024-08-02T00:00:00,2024-08-01T17:00:00,1722531600
98,266.1,2024-08-01:18,17,59,39,34,54,2024-08-02T01:00:00,2024-08-01T18:00:00,1722535200
126,251.1,2024-08-01:19,15.7,59.7,56.3,45,51.7,2024-08-02T02:00:00,2024-08-01T19:00:00,1722538800
122,236.2,2024-08-01:20,14.3,60.3,58,43.5,49.3,2024-08-02T03:00:00,2024-08-01T20:00:00,1722542400
95,221.2,2024-08-01:21,13,61,41.3,33,47,2024-08-02T04:00:00,2024-08-01T21:00:00,1722546000
93,229,2024-08-01:22,13.3,63.3,40,32,50.3,2024-08-02T05:00:00,2024-08-01T22:00:00,1722549600
91,236.7,2024-08-01:23,13.7,65.7,38.8,31,53.7,2024-08-02T06:00:00,2024-08-01T23:00:00,1722553200
175,244.5,2024-08-02:00,14,68,107,74,57,2024-08-02T07:00:00,2024-08-02T00:00:00,1722556800
129,196.9,2024-08-02:01,12,78.3,57.5,46,55.3,2024-08-02T08:00:00,2024-08-02T01:00:00,1722560400
157,149.2,2024-08-02:02,10,88.7,76.3,61,53.7,2024-08-02T09:00:00,2024-08-02T02:00:00,1722564000
173,101.5,2024-08-02:03,8,99,91.3,73,52,2024-08-02T10:00:00,2024-08-02T03:00:00,1722567600
168,90.7,2024-08-02:04,6.3,95,86.3,69,42,2024-08-02T11:00:00,2024-08-02T04:00:00,1722571200
168,79.8,2024-08-02:05,4.7,91,86.3,69,32,2024-08-02T12:00:00,2024-08-02T05:00:00,1722574800
155,68.9,2024-08-02:06,3,87,73.8,59,22,2024-08-02T13:00:00,2024-08-02T06:00:00,1722578400
153,72.2,2024-08-02:07,3.7,86,71.7,57.33,21.3,2024-08-02T14:00:00,2024-08-02T07:00:00,1722582000
142,75.5,2024-08-02:08,4.3,85,63.8,51,20.7,2024-08-02T15:00:00,2024-08-02T08:00:00,1722585600
150,78.8,2024-08-02:09,5,84,67.5,54,20,2024-08-02T16:00:00,2024-08-02T09:00:00,1722589200
137,98,2024-08-02:10,7,79.7,61.3,49,23.3,2024-08-02T17:00:00,2024-08-02T10:00:00,1722592800
102,117.3,2024-08-02:11,9,75.3,45,36,26.7,2024-08-02T18:00:00,2024-08-02T11:00:00,1722596400
85,136.6,2024-08-02:12,11,71,35,28,30,2024-08-02T19:00:00,2024-08-02T12:00:00,1722600000
93,143,2024-08-02:13,11.3,68,40,32,32.7,2024-08-02T20:00:00,2024-08-02T13:00:00,1722603600
107,149.4,2024-08-02:14,11.7,65,47.5,38,35.3,2024-08-02T21:00:00,2024-08-02T14:00:00,1722607200
112,155.8,2024-08-02:15,12,62,50,40,38,2024-08-02T22:00:00,2024-08-02T15:00:00,1722610800
124,150.6,2024-08-02:16,12,61.3,59,44.33,37.7,2024-08-02T23:00:00,2024-08-02T16:00:00,1722614400
150,145.3,2024-08-02:17,12,60.7,78.7,54,37.3,2024-08-03T00:00:00,2024-08-02T17:00:00,1722618000
148,140.1,2024-08-02:18,12,60,77,53,37,2024-08-03T01:00:00,2024-08-02T18:00:00,1722621600
133,135,2024-08-02:19,10.7,59.3,66.8,47.67,36.7,2024-08-03T02:00:00,2024-08-02T19:00:00,1722625200
119,129.9,2024-08-02:20,9.3,58.7,56.5,42.33,36.3,2024-08-03T03:00:00,2024-08-02T20:00:00,1722628800
104,124.9,2024-08-02:21,8,58,46.3,37,36,2024-08-03T04:00:00,2024-08-02T21:00:00,1722632400
145,149.6,2024-08-02:22,9,54.3,65,52,41,2024-08-03T05:00:00,2024-08-02T22:00:00,1722636000
134,174.3,2024-08-02:23,10,50.7,60,48,46,2024-08-03T06:00:00,2024-08-02T23:00:00,1722639600
165,199,2024-08-03:00,11,47,83.8,67,51,2024-08-03T07:00:00,2024-08-03T00:00:00,1722643200
173,169.6,2024-08-03:01,9.3,63.3,91.3,73,51.7,2024-08-03T08:00:00,2024-08-03T01:00:00,1722646800
184,140.3,2024-08-03:02,7.7,79.7,101.3,81,52.3,2024-08-03T09:00:00,2024-08-03T02:00:00,1722650400
189,110.9,2024-08-03:03,6,96,106.3,85,53,2024-08-03T10:00:00,2024-08-03T03:00:00,1722654000
189,99.8,2024-08-03:04,5,103.3,106.3,85,47,2024-08-03T11:00:00,2024-08-03T04:00:00,1722657600
129,88.7,2024-08-03:05,4,110.7,57.5,46,41,2024-08-03T12:00:00,2024-08-03T05:00:00,1722661200
126,77.6,2024-08-03:06,3,118,56.3,45,35,2024-08-03T13:00:00,2024-08-03T06:00:00,1722664800
110,78.2,2024-08-03:07,3.3,117,48.8,39,33.7,2024-08-03T14:00:00,2024-08-03T07:00:00,1722668400
159,78.8,2024-08-03:08,3.7,116,77.9,62.33,32.3,2024-08-03T15:00:00,2024-08-03T08:00:00,1722672000
171,79.4,2024-08-03:09,4,115,88.8,71,31,2024-08-03T16:00:00,2024-08-03T09:00:00,1722675600
134,137.9,2024-08-03:10,9.3,104,60,48,40,2024-08-03T17:00:00,2024-08-03T10:00:00,1722679200
149,196.5,2024-08-03:11,14.7,93,73.6,53.67,49,2024-08-03T18:00:00,2024-08-03T11:00:00,1722682800
126,255,2024-08-03:12,20,82,66,45,58,2024-08-03T19:00:00,2024-08-03T12:00:00,1722686400
128,327.4,2024-08-03:13,28.7,73.7,63.6,45.67,73.7,2024-08-03T20:00:00,2024-08-03T13:00:00,1722690000
110,399.8,2024-08-03:14,37.3,65.3,48.8,39,89.3,2024-08-03T21:00:00,2024-08-03T14:00:00,1722693600
131,472.1,2024-08-03:15,46,57,58.8,47,105,2024-08-03T22:00:00,2024-08-03T15:00:00,1722697200
131,491,2024-08-03:16,48.7,54.7,58.8,47,112,2024-08-03T23:00:00,2024-08-03T16:00:00,1722700800
165,509.9,2024-08-03:17,51.3,52.3,95.7,66.33,119,2024-08-04T00:00:00,2024-08-03T17:00:00,1722704400
169,528.7,2024-08-03:18,54,50,101,70,126,2024-08-04T01:00:00,2024-08-03T18:00:00,1722708000
161,492.2,2024-08-03:19,48,50,88.6,63.67,119.7,2024-08-04T02:00:00,2024-08-03T19:00:00,1722711600
153,455.6,2024-08-03:20,42,50,76.2,57.33,113.3,2024-08-04T03:00:00,2024-08-03T20:00:00,1722715200
142,419,2024-08-03:21,36,50,63.8,51,107,2024-08-04T04:00:00,2024-08-03T21:00:00,1722718800
149,463.4,2024-08-03:22,33.7,55.3,67.1,53.67,102,2024-08-04T05:00:00,2024-08-03T22:00:00,1722722400
155,507.7,2024-08-03:23,31.3,60.7,73.8,59,97,2024-08-04T06:00:00,2024-08-03T23:00:00,1722726000
155,552.1,2024-08-04:00,29,66,73.8,59,92,2024-08-04T07:00:00,2024-08-04T00:00:00,1722729600
163,426.8,2024-08-04:01,22.3,95,81.3,65,89.7,2024-08-04T08:00:00,2024-08-04T01:00:00,1722733200
164,301.5,2024-08-04:02,15.7,124,82.1,65.67,87.3,2024-08-04T09:00:00,2024-08-04T02:00:00,1722736800
168,176.2,2024-08-04:03,9,153,86.3,69,85,2024-08-04T10:00:00,2024-08-04T03:00:00,1722740400
171,157.8,2024-08-04:04,7.3,156.3,88.8,71,70.3,2024-08-04T11:00:00,2024-08-04T04:00:00,1722744000
123,139.3,2024-08-04:05,5.7,159.7,55,44,55.7,2024-08-04T12:00:00,2024-08-04T05:00:00,1722747600
187,120.8,2024-08-04:06,4,163,103.8,83,41,2024-08-04T13:00:00,2024-08-04T06:00:00,1722751200
189,112.6,2024-08-04:07,4,151.7,106.3,85,38.3,2024-08-04T14:00:00,2024-08-04T07:00:00,1722754800
167,104.5,2024-08-04:08,4,140.3,85.4,68.33,35.7,2024-08-04T15:00:00,2024-08-04T08:00:00,1722758400
157,96.3,2024-08-04:09,4,129,76.3,61,33,2024-08-04T16:00:00,2024-08-04T09:00:00,1722762000
142,144,2024-08-04:10,10,106.7,63.8,51,36.7,2024-08-04T17:00:00,2024-08-04T10:00:00,1722765600
130,191.6,2024-08-04:11,16,84.3,57.9,46.33,40.3,2024-08-04T18:00:00,2024-08-04T11:00:00,1722769200
110,239.3,2024-08-04:12,22,62,48.8,39,44,2024-08-04T19:00:00,2024-08-04T12:00:00,1722772800
134,268.7,2024-08-04:13,22.3,61,60,48,51,2024-08-04T20:00:00,2024-08-04T13:00:00,1722776400
196,298,2024-08-04:14,22.7,60,127.6,89.67,58,2024-08-04T21:00:00,2024-08-04T14:00:00,1722780000
229,327.4,2024-08-04:15,23,59,167,115,65,2024-08-04T22:00:00,2024-08-04T15:00:00,1722783600
155,294.9,2024-08-04:16,20.3,62,73.8,59,56.3,2024-08-04T23:00:00,2024-08-04T16:00:00,1722787200
163,262.4,2024-08-04:17,17.7,65,81.3,65,47.7,2024-08-05T00:00:00,2024-08-04T17:00:00,1722790800
168,229.9,2024-08-04:18,15,68,86.3,69,39,2024-08-05T01:00:00,2024-08-04T18:00:00,1722794400
176,242,2024-08-04:19,17.7,62,93.8,75,46.3,2024-08-05T02:00:00,2024-08-04T19:00:00,1722798000
78,254.1,2024-08-04:20,20.3,56,31.3,25,53.7,2024-08-05T03:00:00,2024-08-04T20:00:00,1722801600
164,266.1,2024-08-04:21,23,50,97,66,61,2024-08-05T04:00:00,2024-08-04T21:00:00,1722805200
148,302.9,2024-08-04:22,27.7,50.3,66.3,53,84.7,2024-08-05T05:00:00,2024-08-04T22:00:00,1722808800
110,339.7,2024-08-04:23,32.3,50.7,48.8,39,108.3,2024-08-05T06:00:00,2024-08-04T23:00:00,1722812400
129,376.4,2024-08-05:00,37,51,57.5,46,132,2024-08-05T07:00:00,2024-08-05T00:00:00,1722816000
153,324.5,2024-08-05:01,29.7,88,68.8,55,130.3,2024-08-05T08:00:00,2024-08-05T01:00:00,1722819600
160,272.5,2024-08-05:02,22.3,125,78.8,63,128.7,2024-08-05T09:00:00,2024-08-05T02:00:00,1722823200
145,220.6,2024-08-05:03,15,162,76,52,127,2024-08-05T10:00:00,2024-08-05T03:00:00,1722826800
216,187.5,2024-08-05:04,11.3,161,131.3,105,102,2024-08-05T11:00:00,2024-08-05T04:00:00,1722830400
171,154.5,2024-08-05:05,7.7,160,88.8,71,77,2024-08-05T12:00:00,2024-08-05T05:00:00,1722834000
153,121.4,2024-08-05:06,4,159,68.8,55,52,2024-08-05T13:00:00,2024-08-05T06:00:00,1722837600
160,105,2024-08-05:07,4,141,78.8,63,44.7,2024-08-05T14:00:00,2024-08-05T07:00:00,1722841200
184,88.7,2024-08-05:08,4,123,101.3,81,37.3,2024-08-05T15:00:00,2024-08-05T08:00:00,1722844800
171,72.4,2024-08-05:09,4,105,88.8,71,30,2024-08-05T16:00:00,2024-08-05T09:00:00,1722848400
166,131.5,2024-08-05:10,8.3,92.7,84.6,67.67,35,2024-08-05T17:00:00,2024-08-05T10:00:00,1722852000
126,190.6,2024-08-05:11,12.7,80.3,56.3,45,40,2024-08-05T18:00:00,2024-08-05T11:00:00,1722855600
157,249.8,2024-08-05:12,17,68,76.3,61,45,2024-08-05T19:00:00,2024-08-05T12:00:00,1722859200
183,300.4,2024-08-05:13,17,68.3,108.8,80.33,52.3,2024-08-05T20:00:00,2024-08-05T13:00:00,1722862800
209,350.9,2024-08-05:14,17,68.7,141.4,99.67,59.7,2024-08-05T21:00:00,2024-08-05T14:00:00,1722866400
235,401.5,2024-08-05:15,17,69,174,119,67,2024-08-05T22:00:00,2024-08-05T15:00:00,1722870000
226,363.8,2024-08-05:16,15.3,71,165.3,112.67,61.3,2024-08-05T23:00:00,2024-08-05T16:00:00,1722873600
156,222.4,2024-08-31:17,13,85.3,67.5,60,50,2024-09-01T00:00:00,2024-08-31T17:00:00,1725123600
172,256.8,2024-08-31:18,14,80,82.5,72,54,2024-09-01T01:00:00,2024-08-31T18:00:00,1725127200
188,221,2024-08-31:19,12,79,90.5,84,50.3,2024-09-01T02:00:00,2024-08-31T19:00:00,1725130800
159,185.2,2024-08-31:20,10,78,71.5,62,46.7,2024-09-01T03:00:00,2024-08-31T20:00:00,1725134400
159,149.4,2024-08-31:21,8,77,78,62.5,43,2024-09-01T04:00:00,2024-08-31T21:00:00,1725138000
162,167.5,2024-08-31:22,9,78.3,76.7,64.17,47.3,2024-09-01T05:00:00,2024-08-31T22:00:00,1725141600
142,185.6,2024-08-31:23,10,79.7,52,51,51.7,2024-09-01T06:00:00,2024-08-31T23:00:00,1725145200
166,203.7,2024-09-01:00,11,81,74,67.5,56,2024-09-01T07:00:00,2024-09-01T00:00:00,1725148800
153,168.3,2024-09-01:01,9,96.7,64.5,57.5,53.7,2024-09-01T08:00:00,2024-09-01T01:00:00,1725152400
152,132.9,2024-09-01:02,7,112.3,64,57,51.3,2024-09-01T09:00:00,2024-09-01T02:00:00,1725156000
157,97.5,2024-09-01:03,5,128,69.5,61,49,2024-09-01T10:00:00,2024-09-01T03:00:00,1725159600
157,92.8,2024-09-01:04,4,129.3,71,61,43,2024-09-01T11:00:00,2024-09-01T04:00:00,1725163200
143,88.1,2024-09-01:05,3,130.7,70.5,51.5,37,2024-09-01T12:00:00,2024-09-01T05:00:00,1725166800
167,83.5,2024-09-01:06,2,132,79,68,31,2024-09-01T13:00:00,2024-09-01T06:00:00,1725170400
163,81.5,2024-09-01:07,2.3,127.7,74,65.5,28.3,2024-09-01T14:00:00,2024-09-01T07:00:00,1725174000
172,79.6,2024-09-01:08,2.7,123.3,81.5,72,25.7,2024-09-01T15:00:00,2024-09-01T08:00:00,1725177600
155,77.6,2024-09-01:09,3,119,67,59,23,2024-09-01T16:00:00,2024-09-01T09:00:00,1725181200
145,81.3,2024-09-01:10,4,112,65,52,24.7,2024-09-01T17:00:00,2024-09-01T10:00:00,1725184800
127,85,2024-09-01:11,5,105,49.5,45.5,26.3,2024-09-01T18:00:00,2024-09-01T11:00:00,1725188400
151,88.7,2024-09-01:12,6,98,68,56,28,2024-09-01T19:00:00,2024-09-01T12:00:00,1725192000
100,97.3,2024-09-01:13,6.7,96,44,35,31.3,2024-09-01T20:00:00,2024-09-01T13:00:00,1725195600
111,105.8,2024-09-01:14,7.3,94,48.5,39.5,34.7,2024-09-01T21:00:00,2024-09-01T14:00:00,1725199200
142,114.4,2024-09-01:15,8,92,63,51,38,2024-09-01T22:00:00,2024-09-01T15:00:00,1725202800
145,123.7,2024-09-01:16,8.3,92,64,52,40,2024-09-01T23:00:00,2024-09-01T16:00:00,1725206400
106,133.1,2024-09-01:17,8.7,92,51,37.67,42,2024-09-02T00:00:00,2024-09-01T17:00:00,1725210000
107,142.4,2024-09-01:18,9,92,47,38,44,2024-09-02T01:00:00,2024-09-01T18:00:00,1725213600
139,139.7,2024-09-01:19,8.7,89.3,62,50,43.3,2024-09-02T02:00:00,2024-09-01T19:00:00,1725217200
129,137,2024-09-01:20,8.3,86.7,65.7,46,42.7,2024-09-02T03:00:00,2024-09-01T20:00:00,1725220800
139,134.2,2024-09-01:21,8,84,75,50,42,2024-09-02T04:00:00,2024-09-01T21:00:00,1725224400
110,154.1,2024-09-01:22,10,81.7,47,39,53,2024-09-02T05:00:00,2024-09-01T22:00:00,1725228000
154,173.9,2024-09-01:23,12,79.3,63.7,55.33,64,2024-09-02T06:00:00,2024-09-01T23:00:00,1725231600
153,193.8,2024-09-02:00,14,77,58,58,75,2024-09-02T07:00:00,2024-09-02T00:00:00,1725235200
172,163.4,2024-09-02:01,11,91.3,72,72,66.7,2024-09-02T08:00:00,2024-09-02T01:00:00,1725238800
172,133.1,2024-09-02:02,8,105.7,72,72,58.3,2024-09-02T09:00:00,2024-09-02T02:00:00,1725242400
172,102.7,2024-09-02:03,5,120,72,72,50,2024-09-02T10:00:00,2024-09-02T03:00:00,1725246000
172,96.9,2024-09-02:04,4,123.3,72,72,44.3,2024-09-02T11:00:00,2024-09-02T04:00:00,1725249600
172,91,2024-09-02:05,3,126.7,72,72,38.7,2024-09-02T12:00:00,2024-09-02T05:00:00,1725253200
172,85.2,2024-09-02:06,2,130,72,72,33,2024-09-02T13:00:00,2024-09-02T06:00:00,1725256800
171,86.6,2024-09-02:07,2.7,128.3,72,71,33.3,2024-09-02T14:00:00,2024-09-02T07:00:00,1725260400
172,87.9,2024-09-02:08,3.3,126.7,72,72,33.7,2024-09-02T15:00:00,2024-09-02T08:00:00,1725264000
148,89.3,2024-09-02:09,4,125,72,53,34,2024-09-02T16:00:00,2024-09-02T09:00:00,1725267600
151,98,2024-09-02:10,5,118,72,54.33,36.7,2024-09-02T17:00:00,2024-09-02T10:00:00,1725271200
150,106.8,2024-09-02:11,6,111,72,55.67,39.3,2024-09-02T18:00:00,2024-09-02T11:00:00,1725274800
152,115.6,2024-09-02:12,7,104,72,57,42,2024-09-02T19:00:00,2024-09-02T12:00:00,1725278400
160,147.5,2024-09-02:13,9,96,85,63,44.7,2024-09-02T20:00:00,2024-09-02T13:00:00,1725282000
168,179.4,2024-09-02:14,11,88,98,69,47.3,2024-09-02T21:00:00,2024-09-02T14:00:00,1725285600
176,211.3,2024-09-02:15,13,80,111,75,50,2024-09-02T22:00:00,2024-09-02T15:00:00,1725289200
184,205.6,2024-09-02:16,11.7,81,118.7,80.67,48,2024-09-02T23:00:00,2024-09-02T16:00:00,1725292800
191,200,2024-09-02:17,10.3,82,126.3,86.33,46,2024-09-03T00:00:00,2024-09-02T17:00:00,1725296400
199,194.3,2024-09-02:18,9,83,134,92,44,2024-09-03T01:00:00,2024-09-02T18:00:00,1725300000
163,197.5,2024-09-02:19,9,81.3,72,65,43,2024-09-03T02:00:00,2024-09-02T19:00:00,1725303600
171,200.6,2024-09-02:20,9,79.7,72,71,42,2024-09-03T03:00:00,2024-09-02T20:00:00,1725307200
150,203.7,2024-09-02:21,9,78,72,54,41,2024-09-03T04:00:00,2024-09-02T21:00:00,1725310800
148,229.9,2024-09-02:22,12,70.3,72,53,45.3,2024-09-03T05:00:00,2024-09-02T22:00:00,1725314400
152,256.2,2024-09-02:23,15,62.7,72,57,49.7,2024-09-03T06:00:00,2024-09-02T23:00:00,1725318000
199,282.5,2024-09-03:00,18,55,135,92,54,2024-09-03T07:00:00,2024-09-03T00:00:00,1725321600
145,229.7,2024-09-03:01,14.3,78.3,72,52,54.7,2024-09-03T08:00:00,2024-09-03T01:00:00,1725325200
168,177,2024-09-03:02,10.7,101.7,72,69,55.3,2024-09-03T09:00:00,2024-09-03T02:00:00,1725328800
165,124.3,2024-09-03:03,7,125,72,67,56,2024-09-03T10:00:00,2024-09-03T03:00:00,1725332400
172,112.8,2024-09-03:04,5.7,125.3,72,72,49,2024-09-03T11:00:00,2024-09-03T04:00:00,1725336000
172,101.4,2024-09-03:05,4.3,125.7,72,72,42,2024-09-03T12:00:00,2024-09-03T05:00:00,1725339600
192,89.9,2024-09-03:06,3,126,96,87,35,2024-09-03T13:00:00,2024-09-03T06:00:00,1725343200
192,86,2024-09-03:07,3.3,119.3,96,87,33.7,2024-09-03T14:00:00,2024-09-03T07:00:00,1725346800
179,82.1,2024-09-03:08,3.7,112.7,84,77,32.3,2024-09-03T15:00:00,2024-09-03T08:00:00,1725350400
192,78.2,2024-09-03:09,4,106,96,87,31,2024-09-03T16:00:00,2024-09-03T09:00:00,1725354000
193,89.5,2024-09-03:10,5,100.7,88,88,33.7,2024-09-03T17:00:00,2024-09-03T10:00:00,1725357600
180,100.8,2024-09-03:11,6,95.3,78,78,36.3,2024-09-03T18:00:00,2024-09-03T11:00:00,1725361200
160,112.1,2024-09-03:12,7,90,78,63,39,2024-09-03T19:00:00,2024-09-03T12:00:00,1725364800
156,113,2024-09-03:13,7.7,91,69.7,59.67,39,2024-09-03T20:00:00,2024-09-03T13:00:00,1725368400
165,114,2024-09-03:14,8.3,92,68,67,39,2024-09-03T21:00:00,2024-09-03T14:00:00,1725372000
148,115,2024-09-03:15,9,93,53,53,39,2024-09-03T22:00:00,2024-09-03T15:00:00,1725375600
129,130.5,2024-09-03:16,9.3,87.7,52,46,40.3,2024-09-03T23:00:00,2024-09-03T16:00:00,1725379200
129,146.1,2024-09-03:17,9.7,82.3,52,46,41.7,2024-09-04T00:00:00,2024-09-03T17:00:00,1725382800
123,161.7,2024-09-03:18,10,77,54,44,43,2024-09-04T01:00:00,2024-09-03T18:00:00,1725386400
104,176.4,2024-09-03:19,10.7,67,44,37,45.7,2024-09-04T02:00:00,2024-09-03T19:00:00,1725390000
95,191.2,2024-09-03:20,11.3,57,37,33,48.3,2024-09-04T03:00:00,2024-09-03T20:00:00,1725393600
87,206,2024-09-03:21,12,47,31,29,51,2024-09-04T04:00:00,2024-09-03T21:00:00,1725397200
126,168.3,2024-09-03:22,9.7,67.3,50,45,49,2024-09-04T05:00:00,2024-09-03T22:00:00,1725400800
100,130.5,2024-09-03:23,7.3,87.7,44.7,35,47,2024-09-04T06:00:00,2024-09-03T23:00:00,1725404400
129,92.8,2024-09-04:00,5,108,51,46,45,2024-09-04T07:00:00,2024-09-04T00:00:00,1725408000
139,144,2024-09-04:01,8.7,86.7,52.3,49.67,49,2024-09-04T08:00:00,2024-09-04T01:00:00,1725411600
134,195.1,2024-09-04:02,12.3,65.3,60,48,53,2024-09-04T09:00:00,2024-09-04T02:00:00,1725415200
149,246.3,2024-09-04:03,16,44,64,53.67,57,2024-09-04T10:00:00,2024-09-04T03:00:00,1725418800
150,191.2,2024-09-04:04,11.3,71,61.5,54,50.3,2024-09-04T11:00:00,2024-09-04T04:00:00,1725422400
175,136.2,2024-09-04:05,6.7,98,79,74.5,43.7,2024-09-04T12:00:00,2024-09-04T05:00:00,1725426000
150,81.1,2024-09-04:06,2,125,65.3,55.67,37,2024-09-04T13:00:00,2024-09-04T06:00:00,1725429600
145,80.9,2024-09-04:07,2.3,122,60,52,36.7,2024-09-04T14:00:00,2024-09-04T07:00:00,1725433200
118,80.7,2024-09-04:08,2.7,119,72,42,36.3,2024-09-04T15:00:00,2024-09-04T08:00:00,1725436800
95,80.5,2024-09-04:09,3,116,51,33,36,2024-09-04T16:00:00,2024-09-04T09:00:00,1725440400
152,96.1,2024-09-04:10,5.3,107.3,88,57,37,2024-09-04T17:00:00,2024-09-04T10:00:00,1725444000
96,111.7,2024-09-04:11,7.7,98.7,37,33.5,38,2024-09-04T18:00:00,2024-09-04T11:00:00,1725447600
137,127.2,2024-09-04:12,10,90,59,49,39,2024-09-04T19:00:00,2024-09-04T12:00:00,1725451200
134,158.7,2024-09-04:13,13.3,83,58,48,46,2024-09-04T20:00:00,2024-09-04T13:00:00,1725454800
108,190.3,2024-09-04:14,16.7,76,47,38.5,53,2024-09-04T21:00:00,2024-09-04T14:00:00,1725458400
104,221.8,2024-09-04:15,20,69,45.5,37,60,2024-09-04T22:00:00,2024-09-04T15:00:00,1725462000
113,269.4,2024-09-04:16,26,60.7,47,40.33,69.3,2024-09-04T23:00:00,2024-09-04T16:00:00,1725465600
102,317.1,2024-09-04:17,32,52.3,43,36,78.7,2024-09-05T00:00:00,2024-09-04T17:00:00,1725469200
123,364.8,2024-09-04:18,38,44,48.5,44,88,2024-09-05T01:00:00,2024-09-04T18:00:00,1725472800
103,378.4,2024-09-04:19,40.3,41.7,37,36.5,97.7,2024-09-05T02:00:00,2024-09-04T19:00:00,1725476400
122,392,2024-09-04:20,42.7,39.3,44.5,43.5,107.3,2024-09-05T03:00:00,2024-09-04T20:00:00,1725480000
114,405.6,2024-09-04:21,45,37,40.5,40.5,117,2024-09-05T04:00:00,2024-09-04T21:00:00,1725483600
76,323.1,2024-09-04:22,33.3,77.7,25,24,114,2024-09-05T05:00:00,2024-09-04T22:00:00,1725487200
145,240.6,2024-09-04:23,21.7,118.3,53,52,111,2024-09-05T06:00:00,2024-09-04T23:00:00,1725490800
133,158.2,2024-09-05:00,10,159,47.5,47.5,108,2024-09-05T07:00:00,2024-09-05T00:00:00,1725494400
104,260.1,2024-09-05:01,21.3,126,42.7,37,127.7,2024-09-05T08:00:00,2024-09-05T01:00:00,1725498000
104,362,2024-09-05:02,32.7,93,41.7,37,147.3,2024-09-05T09:00:00,2024-09-05T02:00:00,1725501600
122,464,2024-09-05:03,44,60,50.5,43.5,167,2024-09-05T10:00:00,2024-09-05T03:00:00,1725505200
142,344.3,2024-09-05:04,30.3,91.3,63,51,126.3,2024-09-05T11:00:00,2024-09-05T04:00:00,1725508800
126,224.7,2024-09-05:05,16.7,122.7,58,45,85.7,2024-09-05T12:00:00,2024-09-05T05:00:00,1725512400
149,105,2024-09-05:06,3,154,73.5,53.5,45,2024-09-05T13:00:00,2024-09-05T06:00:00,1725516000
152,97.1,2024-09-05:07,3,140.3,69.7,57,38,2024-09-05T14:00:00,2024-09-05T07:00:00,1725519600
152,89.1,2024-09-05:08,3,126.7,61,54.5,31,2024-09-05T15:00:00,2024-09-05T08:00:00,1725523200
148,81.1,2024-09-05:09,3,113,61.5,53,24,2024-09-05T16:00:00,2024-09-05T09:00:00,1725526800
118,85.4,2024-09-05:10,4,104,50,42,25.7,2024-09-05T17:00:00,2024-09-05T10:00:00,1725530400
118,89.7,2024-09-05:11,5,95,54,42,27.3,2024-09-05T18:00:00,2024-09-05T11:00:00,1725534000
146,94,2024-09-05:12,6,86,55.5,52.5,29,2024-09-05T19:00:00,2024-09-05T12:00:00,1725537600
146,111.9,2024-09-05:13,7,90.7,57,52.33,34.3,2024-09-05T20:00:00,2024-09-05T13:00:00,1725541200
115,129.8,2024-09-05:14,8,95.3,41,41,39.7,2024-09-05T21:00:00,2024-09-05T14:00:00,1725544800
163,147.7,2024-09-05:15,9,100,68,65,45,2024-09-05T22:00:00,2024-09-05T15:00:00,1725548400
153,155.6,2024-09-05:16,8.7,101.7,71,57.5,46.3,2024-09-05T23:00:00,2024-09-05T16:00:00,1725552000
153,433.8,2024-09-30:17,35.3,63.3,58,58,88,2024-10-01T00:00:00,2024-09-30T17:00:00,1727715600
193,507.7,2024-09-30:18,44,52,87.5,87.5,97,2024-10-01T01:00:00,2024-09-30T18:00:00,1727719200
195,525.4,2024-09-30:19,46,48,90.5,89,103.3,2024-10-01T02:00:00,2024-09-30T19:00:00,1727722800
195,543.1,2024-09-30:20,48,44,89,89,109.7,2024-10-01T03:00:00,2024-09-30T20:00:00,1727726400
197,560.8,2024-09-30:21,50,40,91,91,116,2024-10-01T04:00:00,2024-09-30T21:00:00,1727730000
188,437.7,2024-09-30:22,36.3,94,90,84,117,2024-10-01T05:00:00,2024-09-30T22:00:00,1727733600
