aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
72,498.4,2024-11-30:17,64,2.3,27.5,22,172.7,2024-12-01T00:00:00,2024-11-30T17:00:00,1732986000
72,501.9,2024-11-30:18,63,0,27.5,22,179,2024-12-01T01:00:00,2024-11-30T18:00:00,1732989600
69,516.3,2024-11-30:19,60.3,0,26.3,21,188.7,2024-12-01T02:00:00,2024-11-30T19:00:00,1732993200
70,530.7,2024-11-30:20,57.7,0,23.2,21.33,198.3,2024-12-01T03:00:00,2024-11-30T20:00:00,1732996800
69,545.1,2024-11-30:21,55,0,21,21,208,2024-12-01T04:00:00,2024-11-30T21:00:00,1733000400
69,517.7,2024-11-30:22,51.3,1,26.3,21,206,2024-12-01T05:00:00,2024-11-30T22:00:00,1733004000
61,490.2,2024-11-30:23,47.7,2,21.3,17,204,2024-12-01T06:00:00,2024-11-30T23:00:00,1733007600
76,462.8,2024-12-01:00,44,3,30,24,202,2024-12-01T07:00:00,2024-12-01T00:00:00,1733011200
76,377.2,2024-12-01:01,39.3,12.7,30,24,184,2024-12-01T08:00:00,2024-12-01T01:00:00,1733014800
70,291.6,2024-12-01:02,34.7,22.3,24,21.33,166,2024-12-01T09:00:00,2024-12-01T02:00:00,1733018400
67,206,2024-12-01:03,30,32,21,20,148,2024-12-01T10:00:00,2024-12-01T03:00:00,1733022000
95,190.4,2024-12-01:04,26.3,56,41.3,33,133,2024-12-01T11:00:00,2024-12-01T04:00:00,1733025600
51,174.9,2024-12-01:05,22.7,80,14.5,12.67,118,2024-12-01T12:00:00,2024-12-01T05:00:00,1733029200
48,159.3,2024-12-01:06,19,104,11.3,9,103,2024-12-01T13:00:00,2024-12-01T06:00:00,1733032800
50,152.9,2024-12-01:07,18.7,104.7,15,12,103.3,2024-12-01T14:00:00,2024-12-01T07:00:00,1733036400
55,146.5,2024-12-01:08,18.3,105.3,17.9,14.33,103.7,2024-12-01T15:00:00,2024-12-01T08:00:00,1733040000
61,140.1,2024-12-01:09,18,106,21.3,17,104,2024-12-01T16:00:00,2024-12-01T09:00:00,1733043600
63,208,2024-12-01:10,29.7,75.7,22.5,18,111.3,2024-12-01T17:00:00,2024-12-01T10:00:00,1733047200
65,275.8,2024-12-01:11,41.3,45.3,23.8,19,118.7,2024-12-01T18:00:00,2024-12-01T11:00:00,1733050800
67,343.7,2024-12-01:12,53,15,25,20,126,2024-12-01T19:00:00,2024-12-01T12:00:00,1733054400
69,344.1,2024-12-01:13,51.3,10,24.3,20.67,136.7,2024-12-01T20:00:00,2024-12-01T13:00:00,1733058000
70,344.5,2024-12-01:14,49.7,5,23.7,21.33,147.3,2024-12-01T21:00:00,2024-12-01T14:00:00,1733061600
72,344.9,2024-12-01:15,48,0,23,22,158,2024-12-01T22:00:00,2024-12-01T15:00:00,1733065200
50,323.5,2024-12-01:16,44.3,0,15,12,156,2024-12-01T23:00:00,2024-12-01T16:00:00,1733068800
50,302.1,2024-12-01:17,40.7,0,15,12,154,2024-12-02T00:00:00,2024-12-01T17:00:00,1733072400
50,280.7,2024-12-01:18,37,0,15,12,152,2024-12-02T01:00:00,2024-12-01T18:00:00,1733076000
55,259.1,2024-12-01:19,35,0,16.3,14.33,150.3,2024-12-02T02:00:00,2024-12-01T19:00:00,1733079600
60,237.5,2024-12-01:20,33,0,17.7,16.67,148.7,2024-12-02T03:00:00,2024-12-01T20:00:00,1733083200
65,215.9,2024-12-01:21,31,0,19,19,147,2024-12-02T04:00:00,2024-12-01T21:00:00,1733086800
69,245.5,2024-12-01:22,30.3,1,23.1,21,152.3,2024-12-02T05:00:00,2024-12-01T22:00:00,1733090400
59,275.1,2024-12-01:23,29.7,2,20,16,157.7,2024-12-02T06:00:00,2024-12-01T23:00:00,1733094000
78,304.6,2024-12-02:00,29,3,31.3,25,163,2024-12-02T07:00:00,2024-12-02T00:00:00,1733097600
91,256,2024-12-02:01,26.7,14,38.8,31,156.7,2024-12-02T08:00:00,2024-12-02T01:00:00,1733101200
74,207.4,2024-12-02:02,24.3,25,28.8,23,150.3,2024-12-02T09:00:00,2024-12-02T02:00:00,1733104800
72,158.7,2024-12-02:03,22,36,27.5,22,144,2024-12-02T10:00:00,2024-12-02T03:00:00,1733108400
85,137.9,2024-12-02:04,18,54.7,35,28,132.7,2024-12-02T11:00:00,2024-12-02T04:00:00,1733112000
69,117.1,2024-12-02:05,14,73.3,26.3,21,121.3,2024-12-02T12:00:00,2024-12-02T05:00:00,1733115600
72,96.3,2024-12-02:06,10,92,22,22,110,2024-12-02T13:00:00,2024-12-02T06:00:00,1733119200
72,126.1,2024-12-02:07,18.3,70.3,24.3,22.33,119.7,2024-12-02T14:00:00,2024-12-02T07:00:00,1733122800
73,155.8,2024-12-02:08,26.7,48.7,26.5,22.67,129.3,2024-12-02T15:00:00,2024-12-02T08:00:00,1733126400
74,185.6,2024-12-02:09,35,27,28.8,23,139,2024-12-02T16:00:00,2024-12-02T09:00:00,1733130000
75,228.4,2024-12-02:10,40.3,19,27.5,23.67,143.7,2024-12-02T17:00:00,2024-12-02T10:00:00,1733133600
91,271.2,2024-12-02:11,45.7,11,38.8,31,148.3,2024-12-02T18:00:00,2024-12-02T11:00:00,1733137200
78,314,2024-12-02:12,51,3,25,25,153,2024-12-02T19:00:00,2024-12-02T12:00:00,1733140800
72,282.5,2024-12-02:13,47.3,3.7,22.7,22.33,142.3,2024-12-02T20:00:00,2024-12-02T13:00:00,1733144400
67,250.9,2024-12-02:14,43.7,4.3,20.3,19.67,131.7,2024-12-02T21:00:00,2024-12-02T14:00:00,1733148000
61,219.4,2024-12-02:15,40,5,18,17,121,2024-12-02T22:00:00,2024-12-02T15:00:00,1733151600
62,225.1,2024-12-02:16,39.7,5,18.7,17.67,118.7,2024-12-02T23:00:00,2024-12-02T16:00:00,1733155200
64,230.7,2024-12-02:17,39.3,5,19.3,18.33,116.3,2024-12-03T00:00:00,2024-12-02T17:00:00,1733158800
65,236.4,2024-12-02:18,39,5,20,19,114,2024-12-03T01:00:00,2024-12-02T18:00:00,1733162400
59,232.5,2024-12-02:19,39,5,16.7,16,115.3,2024-12-03T02:00:00,2024-12-02T19:00:00,1733166000
52,228.6,2024-12-02:20,39,5,13.3,13,116.7,2024-12-03T03:00:00,2024-12-02T20:00:00,1733169600
42,224.7,2024-12-02:21,39,5,10,10,118,2024-12-03T04:00:00,2024-12-02T21:00:00,1733173200
61,231.3,2024-12-02:22,37,6.7,17.3,17,123.3,2024-12-03T05:00:00,2024-12-02T22:00:00,1733176800
76,237.9,2024-12-02:23,35,8.3,24.7,24,128.7,2024-12-03T06:00:00,2024-12-02T23:00:00,1733180400
91,244.5,2024-12-03:00,33,10,32,31,134,2024-12-03T07:00:00,2024-12-03T00:00:00,1733184000
73,229.7,2024-12-03:01,32.3,15.7,23.8,22.67,133.7,2024-12-03T08:00:00,2024-12-03T01:00:00,1733187600
55,215,2024-12-03:02,31.7,21.3,15.7,14.33,133.3,2024-12-03T09:00:00,2024-12-03T02:00:00,1733191200
25,200.2,2024-12-03:03,31,27,7.5,6,133,2024-12-03T10:00:00,2024-12-03T03:00:00,1733194800
33,182.1,2024-12-03:04,28,43.7,10,8,124.7,2024-12-03T11:00:00,2024-12-03T04:00:00,1733198400
42,164,2024-12-03:05,25,60.3,12.5,10,116.3,2024-12-03T12:00:00,2024-12-03T05:00:00,1733202000
36,145.9,2024-12-03:06,22,77,7.5,6,108,2024-12-03T13:00:00,2024-12-03T06:00:00,1733205600
35,144.1,2024-12-03:07,22.3,74.7,7.5,6,105.7,2024-12-03T14:00:00,2024-12-03T07:00:00,1733209200
33,142.4,2024-12-03:08,22.7,72.3,8.8,7,103.3,2024-12-03T15:00:00,2024-12-03T08:00:00,1733212800
32,140.6,2024-12-03:09,23,70,7.5,6,101,2024-12-03T16:00:00,2024-12-03T09:00:00,1733216400
42,175.3,2024-12-03:10,30.3,51,12.5,10,104.3,2024-12-03T17:00:00,2024-12-03T10:00:00,1733220000
46,209.9,2024-12-03:11,37.7,32,13.8,11,107.7,2024-12-03T18:00:00,2024-12-03T11:00:00,1733223600
54,244.5,2024-12-03:12,45,13,17.5,14,111,2024-12-03T19:00:00,2024-12-03T12:00:00,1733227200
53,240.1,2024-12-03:13,42.7,11.3,16.7,13.33,109,2024-12-03T20:00:00,2024-12-03T13:00:00,1733230800
50,235.6,2024-12-03:14,40.3,9.7,15,12,107,2024-12-03T21:00:00,2024-12-03T14:00:00,1733234400
50,231.1,2024-12-03:15,38,8,15,12,105,2024-12-03T22:00:00,2024-12-03T15:00:00,1733238000
46,227.4,2024-12-03:16,38,7.7,13.8,11,105.3,2024-12-03T23:00:00,2024-12-03T16:00:00,1733241600
61,223.7,2024-12-03:17,38,7.3,21.3,17,105.7,2024-12-04T00:00:00,2024-12-03T17:00:00,1733245200
56,220,2024-12-03:18,38,7,18.8,15,106,2024-12-04T01:00:00,2024-12-03T18:00:00,1733248800
52,201.3,2024-12-03:19,37,8.3,16.3,13,102.7,2024-12-04T02:00:00,2024-12-03T19:00:00,1733252400
29,182.7,2024-12-03:20,36,9.7,8.8,7,99.3,2024-12-04T03:00:00,2024-12-03T20:00:00,1733256000
37,164,2024-12-03:21,35,11,11.3,9,96,2024-12-04T04:00:00,2024-12-03T21:00:00,1733259600
29,192.6,2024-12-03:22,33.7,12.3,8.8,7,104.3,2024-12-04T05:00:00,2024-12-03T22:00:00,1733263200
25,221.2,2024-12-03:23,32.3,13.7,7.5,6,112.7,2024-12-04T06:00:00,2024-12-03T23:00:00,1733266800
29,249.8,2024-12-04:00,31,15,8.8,7,121,2024-12-04T07:00:00,2024-12-04T00:00:00,1733270400
54,226.8,2024-12-04:01,29.3,25.3,17.1,13.67,119.3,2024-12-04T08:00:00,2024-12-04T01:00:00,1733274000
37,203.9,2024-12-04:02,27.7,35.7,11.3,9,117.7,2024-12-04T09:00:00,2024-12-04T02:00:00,1733277600
82,180.9,2024-12-04:03,26,46,33.8,27,116,2024-12-04T10:00:00,2024-12-04T03:00:00,1733281200
54,164.2,2024-12-04:04,22.3,65.7,17.5,14,116.7,2024-12-04T11:00:00,2024-12-04T04:00:00,1733284800
59,147.5,2024-12-04:05,18.7,85.3,20,16,117.3,2024-12-04T12:00:00,2024-12-04T05:00:00,1733288400
49,130.7,2024-12-04:06,15,105,10,8,118,2024-12-04T13:00:00,2024-12-04T06:00:00,1733292000
40,131.1,2024-12-04:07,18.3,85.7,10.8,8.67,119.7,2024-12-04T14:00:00,2024-12-04T07:00:00,1733295600
31,131.5,2024-12-04:08,21.7,66.3,8.8,7,121.3,2024-12-04T15:00:00,2024-12-04T08:00:00,1733299200
42,131.9,2024-12-04:09,25,47,12.5,10,123,2024-12-04T16:00:00,2024-12-04T09:00:00,1733302800
67,173.1,2024-12-04:10,31.7,34.7,25,20,124,2024-12-04T17:00:00,2024-12-04T10:00:00,1733306400
59,214.4,2024-12-04:11,38.3,22.3,17.5,16,125,2024-12-04T18:00:00,2024-12-04T11:00:00,1733310000
65,255.6,2024-12-04:12,45,10,20,19,126,2024-12-04T19:00:00,2024-12-04T12:00:00,1733313600
62,234.6,2024-12-04:13,42,9.7,18.3,17.67,127,2024-12-04T20:00:00,2024-12-04T13:00:00,1733317200
59,213.6,2024-12-04:14,39,9.3,16.7,16.33,128,2024-12-04T21:00:00,2024-12-04T14:00:00,1733320800
56,192.6,2024-12-04:15,36,9,15,15,129,2024-12-04T22:00:00,2024-12-04T15:00:00,1733324400
54,183.1,2024-12-04:16,35.3,9,14,13.67,132.3,2024-12-04T23:00:00,2024-12-04T16:00:00,1733328000
43,173.5,2024-12-04:17,34.7,9,11.7,10.33,135.7,2024-12-05T00:00:00,2024-12-04T17:00:00,1733331600
33,164,2024-12-04:18,34,9,10,8,139,2024-12-05T01:00:00,2024-12-04T18:00:00,1733335200
36,150,2024-12-04:19,32.7,9.3,10.8,8.67,135.3,2024-12-05T02:00:00,2024-12-04T19:00:00,1733338800
192,136,2024-12-04:20,31.3,9.7,108.8,87,131.7,2024-12-05T03:00:00,2024-12-04T20:00:00,1733342400
42,122,2024-12-04:21,30,10,12.5,10,128,2024-12-05T04:00:00,2024-12-04T21:00:00,1733346000
46,132.1,2024-12-04:22,27.7,12.7,13.8,11,131.7,2024-12-05T05:00:00,2024-12-04T22:00:00,1733349600
46,142.2,2024-12-04:23,25.3,15.3,13.8,11,135.3,2024-12-05T06:00:00,2024-12-04T23:00:00,1733353200
61,152.3,2024-12-05:00,23,18,21.3,17,139,2024-12-05T07:00:00,2024-12-05T00:00:00,1733356800
66,143.2,2024-12-05:01,21,26.7,24.2,19.33,142,2024-12-05T08:00:00,2024-12-05T01:00:00,1733360400
71,134,2024-12-05:02,19,35.3,27.1,21.67,145,2024-12-05T09:00:00,2024-12-05T02:00:00,1733364000
76,124.9,2024-12-05:03,17,44,30,24,148,2024-12-05T10:00:00,2024-12-05T03:00:00,1733367600
67,110.3,2024-12-05:04,14,60.7,25,20,138.7,2024-12-05T11:00:00,2024-12-05T04:00:00,1733371200
65,95.7,2024-12-05:05,11,77.3,23.8,19,129.3,2024-12-05T12:00:00,2024-12-05T05:00:00,1733374800
82,81.1,2024-12-05:06,8,94,28,27,120,2024-12-05T13:00:00,2024-12-05T06:00:00,1733378400
81,86,2024-12-05:07,9.7,85,29.1,26.33,109.3,2024-12-05T14:00:00,2024-12-05T07:00:00,1733382000
61,90.8,2024-12-05:08,11.3,76,21.3,17,98.7,2024-12-05T15:00:00,2024-12-05T08:00:00,1733385600
78,95.7,2024-12-05:09,13,67,31.3,25,88,2024-12-05T16:00:00,2024-12-05T09:00:00,1733389200
93,149,2024-12-05:10,23.7,52.7,40,32,118.3,2024-12-05T17:00:00,2024-12-05T10:00:00,1733392800
81,202.3,2024-12-05:11,34.3,38.3,28.4,26.33,148.7,2024-12-05T18:00:00,2024-12-05T11:00:00,1733396400
82,255.6,2024-12-05:12,45,24,27,27,179,2024-12-05T19:00:00,2024-12-05T12:00:00,1733400000
74,245.9,2024-12-05:13,41.7,19.7,23.3,23,179.3,2024-12-05T20:00:00,2024-12-05T13:00:00,1733403600
65,236.2,2024-12-05:14,38.3,15.3,19.7,19,179.7,2024-12-05T21:00:00,2024-12-05T14:00:00,1733407200
56,226.4,2024-12-05:15,35,11,16,15,180,2024-12-05T22:00:00,2024-12-05T15:00:00,1733410800
66,202.7,2024-12-05:16,32.7,12.3,20,19.33,168,2024-12-05T23:00:00,2024-12-05T16:00:00,1733414400
