aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
69,96.1,2024-04-12:05,6.0,94.3,21.0,21.0,28.7,2024-04-12T12:00:00,2024-04-12T05:00:00,1712898000
78,105.2,2024-04-12:04,7.0,94.7,30.0,25.0,36.3,2024-04-12T11:00:00,2024-04-12T04:00:00,1712894400
87,114.4,2024-04-12:03,8.0,95.0,30.0,29.0,44.0,2024-04-12T10:00:00,2024-04-12T03:00:00,1712890800
81,129.0,2024-04-12:02,9.0,85.7,27.3,26.33,46.0,2024-04-12T09:00:00,2024-04-12T02:00:00,1712887200
78,143.6,2024-04-12:01,10.0,76.3,28.0,25.0,48.0,2024-04-12T08:00:00,2024-04-12T01:00:00,1712883600
69,158.2,2024-04-12:00,11.0,67.0,22.0,21.0,50.0,2024-04-12T07:00:00,2024-04-12T00:00:00,1712880000
50,141.2,2024-04-11:23,10.3,69.0,22.0,12.0,43.3,2024-04-12T06:00:00,2024-04-11T23:00:00,1712876400
61,124.3,2024-04-11:22,9.7,71.0,17.0,17.0,36.7,2024-04-12T05:00:00,2024-04-11T22:00:00,1712872800
59,107.4,2024-04-11:21,9.0,73.0,23.0,16.0,30.0,2024-04-12T04:00:00,2024-04-11T21:00:00,1712869200
66,117.9,2024-04-11:20,9.0,71.7,24.0,19.33,29.3,2024-04-12T03:00:00,2024-04-11T20:00:00,1712865600
69,128.4,2024-04-11:19,9.0,70.3,21.0,21.0,28.7,2024-04-12T02:00:00,2024-04-11T19:00:00,1712862000
80,138.9,2024-04-11:18,9.0,69.0,26.0,26.0,28.0,2024-04-12T01:00:00,2024-04-11T18:00:00,1712858400
80,159.9,2024-04-11:17,9.7,71.0,26.0,26.0,30.3,2024-04-12T00:00:00,2024-04-11T17:00:00,1712854800
213,373.5,2024-04-13:17,28.7,48.0,147.7,102.67,75.0,2024-04-14T00:00:00,2024-04-13T17:00:00,1713027600
78,357.2,2024-04-13:16,28.3,50.0,25.0,25.0,74.0,2024-04-13T23:00:00,2024-04-13T16:00:00,1713024000
204,340.8,2024-04-13:15,28.0,52.0,139.0,96.0,73.0,2024-04-13T22:00:00,2024-04-13T15:00:00,1713020400
199,332.5,2024-04-13:14,26.7,55.7,133.3,92.33,68.3,2024-04-13T21:00:00,2024-04-13T14:00:00,1713016800
89,324.1,2024-04-13:13,25.3,59.3,33.0,30.0,63.7,2024-04-13T20:00:00,2024-04-13T13:00:00,1713013200
189,315.7,2024-04-13:12,24.0,63.0,122.0,85.0,59.0,2024-04-13T19:00:00,2024-04-13T12:00:00,1713009600
91,239.5,2024-04-13:11,17.3,78.0,33.0,31.0,52.0,2024-04-13T18:00:00,2024-04-13T11:00:00,1713006000
82,163.2,2024-04-13:10,10.7,93.0,37.0,27.0,45.0,2024-04-13T17:00:00,2024-04-13T10:00:00,1713002400
110,87.0,2024-04-13:09,4.0,108.0,58.0,39.0,38.0,2024-04-13T16:00:00,2024-04-13T09:00:00,1712998800
98,90.1,2024-04-13:08,3.7,111.7,40.0,34.0,39.3,2024-04-13T15:00:00,2024-04-13T08:00:00,1712995200
89,93.2,2024-04-13:07,3.3,115.3,40.0,30.0,40.7,2024-04-13T14:00:00,2024-04-13T07:00:00,1712991600
74,96.3,2024-04-13:06,3.0,119.0,36.0,23.0,42.0,2024-04-13T13:00:00,2024-04-13T06:00:00,1712988000
76,113.0,2024-04-13:05,4.3,123.0,36.0,24.0,51.0,2024-04-13T12:00:00,2024-04-13T05:00:00,1712984400
76,129.8,2024-04-13:04,5.7,127.0,35.0,24.0,60.0,2024-04-13T11:00:00,2024-04-13T04:00:00,1712980800
139,146.5,2024-04-13:03,7.0,131.0,73.0,50.0,69.0,2024-04-13T10:00:00,2024-04-13T03:00:00,1712977200
87,247.6,2024-04-13:02,13.3,109.3,44.0,29.0,72.0,2024-04-13T09:00:00,2024-04-13T02:00:00,1712973600
100,348.8,2024-04-13:01,19.7,87.7,48.0,35.0,75.0,2024-04-13T08:00:00,2024-04-13T01:00:00,1712970000
98,450.0,2024-04-13:00,26.0,66.0,48.0,34.0,78.0,2024-04-13T07:00:00,2024-04-13T00:00:00,1712966400
95,417.1,2024-04-12:23,24.0,58.7,48.0,33.0,71.7,2024-04-13T06:00:00,2024-04-12T23:00:00,1712962800
118,384.2,2024-04-12:22,22.0,51.3,52.0,42.0,65.3,2024-04-13T05:00:00,2024-04-12T22:00:00,1712959200
164,351.3,2024-04-12:21,20.0,44.0,94.0,66.0,59.0,2024-04-13T04:00:00,2024-04-12T21:00:00,1712955600
118,362.4,2024-04-12:20,21.7,44.7,58.0,42.0,61.0,2024-04-13T03:00:00,2024-04-12T20:00:00,1712952000
110,373.5,2024-04-12:19,23.3,45.3,51.0,39.0,63.0,2024-04-13T02:00:00,2024-04-12T19:00:00,1712948400
102,384.6,2024-04-12:18,25.0,46.0,50.0,36.0,65.0,2024-04-13T01:00:00,2024-04-12T18:00:00,1712944800
102,379.5,2024-04-12:17,26.0,45.7,50.0,36.0,66.3,2024-04-13T00:00:00,2024-04-12T17:00:00,1712941200
186,453.5,2024-04-14:17,26.3,44.3,114.0,82.67,70.0,2024-04-15T00:00:00,2024-04-14T17:00:00,1713114000
100,471.0,2024-04-14:16,28.7,43.7,35.0,35.0,76.0,2024-04-14T23:00:00,2024-04-14T16:00:00,1713110400
98,488.5,2024-04-14:15,31.0,43.0,34.0,34.0,82.0,2024-04-14T22:00:00,2024-04-14T15:00:00,1713106800
121,415.7,2024-04-14:14,26.3,48.7,52.3,43.0,70.0,2024-04-14T21:00:00,2024-04-14T14:00:00,1713103200
145,343.0,2024-04-14:13,21.7,54.3,70.7,52.0,58.0,2024-04-14T20:00:00,2024-04-14T13:00:00,1713099600
157,270.2,2024-04-14:12,17.0,60.0,89.0,61.0,46.0,2024-04-14T19:00:00,2024-04-14T12:00:00,1713096000
132,212.2,2024-04-14:11,13.3,69.0,67.3,47.33,36.3,2024-04-14T18:00:00,2024-04-14T11:00:00,1713092400
97,154.3,2024-04-14:10,9.7,78.0,45.7,33.67,26.7,2024-04-14T17:00:00,2024-04-14T10:00:00,1713088800
67,96.3,2024-04-14:09,6.0,87.0,24.0,20.0,17.0,2024-04-14T16:00:00,2024-04-14T09:00:00,1713085200
61,90.1,2024-04-14:08,5.0,92.0,17.0,17.0,18.3,2024-04-14T15:00:00,2024-04-14T08:00:00,1713081600
72,83.8,2024-04-14:07,4.0,97.0,23.3,22.0,19.7,2024-04-14T14:00:00,2024-04-14T07:00:00,1713078000
74,77.6,2024-04-14:06,3.0,102.0,23.0,23.0,21.0,2024-04-14T13:00:00,2024-04-14T06:00:00,1713074400
69,88.5,2024-04-14:05,4.3,103.0,33.0,21.0,28.7,2024-04-14T12:00:00,2024-04-14T05:00:00,1713070800
126,99.4,2024-04-14:04,5.7,104.0,61.0,45.0,36.3,2024-04-14T11:00:00,2024-04-14T04:00:00,1713067200
151,110.3,2024-04-14:03,7.0,105.0,80.0,56.0,44.0,2024-04-14T10:00:00,2024-04-14T03:00:00,1713063600
172,248.6,2024-04-14:02,18.3,90.7,102.7,71.67,68.7,2024-04-14T09:00:00,2024-04-14T02:00:00,1713060000
192,386.9,2024-04-14:01,29.7,76.3,125.3,87.33,93.3,2024-04-14T08:00:00,2024-04-14T01:00:00,1713056400
213,525.2,2024-04-14:00,41.0,62.0,148.0,103.0,118.0,2024-04-14T07:00:00,2024-04-14T00:00:00,1713052800
208,517.5,2024-04-13:23,39.7,53.3,141.7,98.67,116.0,2024-04-14T06:00:00,2024-04-13T23:00:00,1713049200
202,509.7,2024-04-13:22,38.3,44.7,135.3,94.33,114.0,2024-04-14T05:00:00,2024-04-13T22:00:00,1713045600
196,501.9,2024-04-13:21,37.0,36.0,129.0,90.0,112.0,2024-04-14T04:00:00,2024-04-13T21:00:00,1713042000
203,464.5,2024-04-13:20,34.3,39.3,136.7,95.33,100.0,2024-04-14T03:00:00,2024-04-13T20:00:00,1713038400
210,427.2,2024-04-13:19,31.7,42.7,144.3,100.67,88.0,2024-04-14T02:00:00,2024-04-13T19:00:00,1713034800
217,389.8,2024-04-13:18,29.0,46.0,152.0,106.0,76.0,2024-04-14T01:00:00,2024-04-13T18:00:00,1713031200
213,373.5,2024-04-13:17,28.7,48.0,147.7,102.67,75.0,2024-04-14T00:00:00,2024-04-13T17:00:00,1713027600
108,128.6,2024-04-15:17,10.3,67.0,56.3,38.33,42.7,2024-04-16T00:00:00,2024-04-15T17:00:00,1713200400
56,139.9,2024-04-15:16,10.7,67.0,19.0,15.0,44.3,2024-04-15T23:00:00,2024-04-15T16:00:00,1713196800
110,151.2,2024-04-15:15,11.0,67.0,57.0,39.0,46.0,2024-04-15T22:00:00,2024-04-15T15:00:00,1713193200
103,143.6,2024-04-15:14,11.0,69.7,53.3,36.67,41.0,2024-04-15T21:00:00,2024-04-15T14:00:00,1713189600
61,136.0,2024-04-15:13,11.0,72.3,21.0,17.0,36.0,2024-04-15T20:00:00,2024-04-15T13:00:00,1713186000
93,128.4,2024-04-15:12,11.0,75.0,46.0,32.0,31.0,2024-04-15T19:00:00,2024-04-15T12:00:00,1713182400
85,107.2,2024-04-15:11,8.7,79.7,41.0,28.33,26.0,2024-04-15T18:00:00,2024-04-15T11:00:00,1713178800
50,86.0,2024-04-15:10,6.3,84.3,20.0,12.0,21.0,2024-04-15T17:00:00,2024-04-15T10:00:00,1713175200
69,64.8,2024-04-15:09,4.0,89.0,31.0,21.0,16.0,2024-04-15T16:00:00,2024-04-15T09:00:00,1713171600
64,65.0,2024-04-15:08,3.3,92.3,26.0,18.33,17.0,2024-04-15T15:00:00,2024-04-15T08:00:00,1713168000
58,65.2,2024-04-15:07,2.7,95.7,21.0,15.67,18.0,2024-04-15T14:00:00,2024-04-15T07:00:00,1713164400
52,65.4,2024-04-15:06,2.0,99.0,16.0,13.0,19.0,2024-04-15T13:00:00,2024-04-15T06:00:00,1713160800
74,75.9,2024-04-15:05,3.3,99.7,29.0,23.0,24.3,2024-04-15T12:00:00,2024-04-15T05:00:00,1713157200
59,86.4,2024-04-15:04,4.7,100.3,23.3,16.33,29.7,2024-04-15T11:00:00,2024-04-15T04:00:00,1713153600
63,96.9,2024-04-15:03,6.0,101.0,27.0,18.0,35.0,2024-04-15T10:00:00,2024-04-15T03:00:00,1713150000
65,140.3,2024-04-15:02,10.0,85.0,27.3,19.0,37.7,2024-04-15T09:00:00,2024-04-15T02:00:00,1713146400
74,183.6,2024-04-15:01,14.0,69.0,28.0,23.0,40.3,2024-04-15T08:00:00,2024-04-15T01:00:00,1713142800
69,227.0,2024-04-15:00,18.0,53.0,28.0,21.0,43.0,2024-04-15T07:00:00,2024-04-15T00:00:00,1713139200
79,233.2,2024-04-14:23,15.0,52.7,33.0,25.33,41.0,2024-04-15T06:00:00,2024-04-14T23:00:00,1713135600
76,239.5,2024-04-14:22,12.0,52.3,44.0,24.0,39.0,2024-04-15T05:00:00,2024-04-14T22:00:00,1713132000
98,245.7,2024-04-14:21,9.0,52.0,43.0,34.0,37.0,2024-04-15T04:00:00,2024-04-14T21:00:00,1713128400
112,309.1,2024-04-14:20,14.0,49.7,43.0,40.0,46.0,2024-04-15T03:00:00,2024-04-14T20:00:00,1713124800
104,372.5,2024-04-14:19,19.0,47.3,40.0,37.0,55.0,2024-04-15T02:00:00,2024-04-14T19:00:00,1713121200
100,435.9,2024-04-14:18,24.0,45.0,35.0,35.0,64.0,2024-04-15T01:00:00,2024-04-14T18:00:00,1713117600
149,453.5,2024-04-14:17,26.3,44.3,67.0,53.67,70.0,2024-04-15T00:00:00,2024-04-14T17:00:00,1713114000
139,252.7,2024-04-16:17,21.3,84.0,56.0,50.0,82.3,2024-04-17T00:00:00,2024-04-16T17:00:00,1713286800
95,261.5,2024-04-16:16,19.7,83.0,56.0,33.0,78.7,2024-04-16T23:00:00,2024-04-16T16:00:00,1713283200
76,270.2,2024-04-16:15,18.0,82.0,56.0,24.0,75.0,2024-04-16T22:00:00,2024-04-16T15:00:00,1713279600
78,278.8,2024-04-16:14,19.0,86.0,56.0,25.0,78.0,2024-04-16T21:00:00,2024-04-16T14:00:00,1713276000
79,287.3,2024-04-16:13,20.0,90.0,56.0,25.33,81.0,2024-04-16T20:00:00,2024-04-16T13:00:00,1713272400
80,295.9,2024-04-16:12,21.0,94.0,56.0,26.0,84.0,2024-04-16T19:00:00,2024-04-16T12:00:00,1713268800
78,228.6,2024-04-16:11,15.3,110.7,56.0,25.0,75.7,2024-04-16T18:00:00,2024-04-16T11:00:00,1713265200
91,161.3,2024-04-16:10,9.7,127.3,56.0,31.0,67.3,2024-04-16T17:00:00,2024-04-16T10:00:00,1713261600
80,94.0,2024-04-16:09,4.0,144.0,56.0,24.0,59.0,2024-04-16T16:00:00,2024-04-16T09:00:00,1713258000
81,91.0,2024-04-16:08,3.7,144.7,50.7,25.0,59.0,2024-04-16T15:00:00,2024-04-16T08:00:00,1713254400
82,88.1,2024-04-16:07,3.3,145.3,45.3,26.0,59.0,2024-04-16T14:00:00,2024-04-16T07:00:00,1713250800
82,85.2,2024-04-16:06,3.0,146.0,40.0,27.0,59.0,2024-04-16T13:00:00,2024-04-16T06:00:00,1713247200
88,93.2,2024-04-16:05,3.7,144.7,45.3,29.67,62.7,2024-04-16T12:00:00,2024-04-16T05:00:00,1713243600
100,101.2,2024-04-16:04,4.3,143.3,56.0,35.0,66.3,2024-04-16T11:00:00,2024-04-16T04:00:00,1713240000
100,109.1,2024-04-16:03,5.0,142.0,56.0,35.0,70.0,2024-04-16T10:00:00,2024-04-16T03:00:00,1713236400
100,149.4,2024-04-16:02,7.7,119.0,56.0,35.0,67.7,2024-04-16T09:00:00,2024-04-16T02:00:00,1713232800
95,189.7,2024-04-16:01,10.3,96.0,47.0,33.0,65.3,2024-04-16T08:00:00,2024-04-16T01:00:00,1713229200
95,229.9,2024-04-16:00,13.0,73.0,41.0,33.0,63.0,2024-04-16T07:00:00,2024-04-16T00:00:00,1713225600
131,198.2,2024-04-15:23,11.7,70.0,53.0,47.0,57.0,2024-04-16T06:00:00,2024-04-15T23:00:00,1713222000
131,166.5,2024-04-15:22,10.3,67.0,70.0,47.0,51.0,2024-04-16T05:00:00,2024-04-15T22:00:00,1713218400
129,134.8,2024-04-15:21,9.0,64.0,50.0,46.0,45.0,2024-04-16T04:00:00,2024-04-15T21:00:00,1713214800
105,129.0,2024-04-15:20,9.3,65.0,41.7,37.33,43.7,2024-04-16T03:00:00,2024-04-15T20:00:00,1713211200
100,123.1,2024-04-15:19,9.7,66.0,44.0,35.0,42.3,2024-04-16T02:00:00,2024-04-15T19:00:00,1713207600
67,117.3,2024-04-15:18,10.0,67.0,25.0,20.0,41.0,2024-04-16T01:00:00,2024-04-15T18:00:00,1713204000
81,128.6,2024-04-15:17,10.3,67.0,35.7,26.33,42.7,2024-04-16T00:00:00,2024-04-15T17:00:00,1713200400
112,254.1,2024-04-17:17,18.0,41.0,56.0,40.0,46.7,2024-04-18T00:00:00,2024-04-17T17:00:00,1713373200
104,227.4,2024-04-17:16,17.0,43.0,56.0,37.0,44.3,2024-04-17T23:00:00,2024-04-17T16:00:00,1713369600
91,200.8,2024-04-17:15,16.0,45.0,56.0,31.0,42.0,2024-04-17T22:00:00,2024-04-17T15:00:00,1713366000
80,168.9,2024-04-17:14,13.7,50.7,56.0,26.0,35.7,2024-04-17T21:00:00,2024-04-17T14:00:00,1713362400
68,137.0,2024-04-17:13,11.3,56.3,56.0,20.33,29.3,2024-04-17T20:00:00,2024-04-17T13:00:00,1713358800
56,105.0,2024-04-17:12,9.0,62.0,56.0,15.0,23.0,2024-04-17T19:00:00,2024-04-17T12:00:00,1713355200
56,101.4,2024-04-17:11,8.0,78.0,56.0,15.0,23.7,2024-04-17T18:00:00,2024-04-17T11:00:00,1713351600
110,97.7,2024-04-17:10,7.0,94.0,56.0,39.0,24.3,2024-04-17T17:00:00,2024-04-17T10:00:00,1713348000
104,94.0,2024-04-17:09,6.0,110.0,56.0,37.0,25.0,2024-04-17T16:00:00,2024-04-17T09:00:00,1713344400
104,99.8,2024-04-17:08,5.0,124.0,56.0,37.0,29.7,2024-04-17T15:00:00,2024-04-17T08:00:00,1713340800
117,105.6,2024-04-17:07,4.0,138.0,56.0,41.67,34.3,2024-04-17T14:00:00,2024-04-17T07:00:00,1713337200
123,111.5,2024-04-17:06,3.0,152.0,56.0,44.0,39.0,2024-04-17T13:00:00,2024-04-17T06:00:00,1713333600
110,136.6,2024-04-17:05,5.0,161.7,56.0,39.0,60.0,2024-04-17T12:00:00,2024-04-17T05:00:00,1713330000
110,161.7,2024-04-17:04,7.0,171.3,56.0,39.0,81.0,2024-04-17T11:00:00,2024-04-17T04:00:00,1713326400
106,186.8,2024-04-17:03,9.0,181.0,56.0,37.0,102.0,2024-04-17T10:00:00,2024-04-17T03:00:00,1713322800
115,308.5,2024-04-17:02,20.0,141.3,56.0,41.0,122.0,2024-04-17T09:00:00,2024-04-17T02:00:00,1713319200
119,430.3,2024-04-17:01,31.0,101.7,56.0,42.33,142.0,2024-04-17T08:00:00,2024-04-17T01:00:00,1713315600
126,552.1,2024-04-17:00,42.0,62.0,56.0,45.0,162.0,2024-04-17T07:00:00,2024-04-17T00:00:00,1713312000
123,473.1,2024-04-16:23,37.3,60.7,56.0,44.0,148.7,2024-04-17T06:00:00,2024-04-16T23:00:00,1713308400
110,394.1,2024-04-16:22,32.7,59.3,56.0,39.0,135.3,2024-04-17T05:00:00,2024-04-16T22:00:00,1713304800
126,315.1,2024-04-16:21,28.0,58.0,56.0,45.0,122.0,2024-04-17T04:00:00,2024-04-16T21:00:00,1713301200
142,291.4,2024-04-16:20,26.3,67.0,56.0,51.0,110.0,2024-04-17T03:00:00,2024-04-16T20:00:00,1713297600
151,267.7,2024-04-16:19,24.7,76.0,56.0,56.0,98.0,2024-04-17T02:00:00,2024-04-16T19:00:00,1713294000
163,243.9,2024-04-16:18,23.0,85.0,94.0,65.0,86.0,2024-04-17T01:00:00,2024-04-16T18:00:00,1713290400
139,252.7,2024-04-16:17,21.3,84.0,56.0,50.0,82.3,2024-04-17T00:00:00,2024-04-16T17:00:00,1713286800
175,400.0,2024-04-18:17,35.3,49.3,108.3,74.33,92.7,2024-04-19T00:00:00,2024-04-18T17:00:00,1713459600
176,331.9,2024-04-18:16,27.7,56.7,108.7,74.67,78.3,2024-04-18T23:00:00,2024-04-18T16:00:00,1713456000
176,263.8,2024-04-18:15,20.0,64.0,109.0,75.0,64.0,2024-04-18T22:00:00,2024-04-18T15:00:00,1713452400
167,235.2,2024-04-18:14,18.3,67.0,99.0,68.0,57.3,2024-04-18T21:00:00,2024-04-18T14:00:00,1713448800
157,206.6,2024-04-18:13,16.7,70.0,89.0,61.0,50.7,2024-04-18T20:00:00,2024-04-18T13:00:00,1713445200
150,178.0,2024-04-18:12,15.0,73.0,79.0,54.0,44.0,2024-04-18T19:00:00,2024-04-18T12:00:00,1713441600
134,146.5,2024-04-18:11,11.7,82.0,71.0,48.0,38.7,2024-04-18T18:00:00,2024-04-18T11:00:00,1713438000
118,115.0,2024-04-18:10,8.3,91.0,63.0,42.0,33.3,2024-04-18T17:00:00,2024-04-18T10:00:00,1713434400
102,83.5,2024-04-18:09,5.0,100.0,55.0,36.0,28.0,2024-04-18T16:00:00,2024-04-18T09:00:00,1713430800
118,82.3,2024-04-18:08,4.3,99.7,47.0,42.0,30.0,2024-04-18T15:00:00,2024-04-18T08:00:00,1713427200
95,81.1,2024-04-18:07,3.7,99.3,49.7,32.67,32.0,2024-04-18T14:00:00,2024-04-18T07:00:00,1713423600
91,80.0,2024-04-18:06,3.0,99.0,47.0,31.0,34.0,2024-04-18T13:00:00,2024-04-18T06:00:00,1713420000
91,91.2,2024-04-18:05,4.3,95.7,56.0,31.0,40.0,2024-04-18T12:00:00,2024-04-18T05:00:00,1713416400
82,102.5,2024-04-18:04,5.7,92.3,56.0,27.0,46.0,2024-04-18T11:00:00,2024-04-18T04:00:00,1713412800
87,113.8,2024-04-18:03,7.0,89.0,56.0,29.0,52.0,2024-04-18T10:00:00,2024-04-18T03:00:00,1713409200
93,209.7,2024-04-18:02,12.3,76.0,56.0,32.0,59.0,2024-04-18T09:00:00,2024-04-18T02:00:00,1713405600
93,305.6,2024-04-18:01,17.7,63.0,40.0,32.0,66.0,2024-04-18T08:00:00,2024-04-18T01:00:00,1713402000
115,401.5,2024-04-18:00,23.0,50.0,56.0,41.0,73.0,2024-04-18T07:00:00,2024-04-18T00:00:00,1713398400
107,367.9,2024-04-17:23,21.7,45.3,56.0,38.0,68.3,2024-04-18T06:00:00,2024-04-17T23:00:00,1713394800
129,334.2,2024-04-17:22,20.3,40.7,56.0,46.0,63.7,2024-04-18T05:00:00,2024-04-17T22:00:00,1713391200
134,300.6,2024-04-17:21,19.0,36.0,56.0,48.0,59.0,2024-04-18T04:00:00,2024-04-17T21:00:00,1713387600
118,293.9,2024-04-17:20,19.0,37.0,56.0,42.0,55.7,2024-04-18T03:00:00,2024-04-17T20:00:00,1713384000
121,287.3,2024-04-17:19,19.0,38.0,54.0,43.0,52.3,2024-04-18T02:00:00,2024-04-17T19:00:00,1713380400
104,280.7,2024-04-17:18,19.0,39.0,56.0,37.0,49.0,2024-04-18T01:00:00,2024-04-17T18:00:00,1713376800
112,254.1,2024-04-17:17,18.0,41.0,56.0,40.0,46.7,2024-04-18T00:00:00,2024-04-17T17:00:00,1713373200
169,199.4,2024-04-19:17,12.3,70.0,100.7,70.0,46.3,2024-04-20T00:00:00,2024-04-19T17:00:00,1713546000
139,188.7,2024-04-19:16,12.7,70.0,72.0,50.0,45.7,2024-04-19T23:00:00,2024-04-19T16:00:00,1713542400
161,178.0,2024-04-19:15,13.0,70.0,92.0,64.0,45.0,2024-04-19T22:00:00,2024-04-19T15:00:00,1713538800
158,189.1,2024-04-19:14,13.7,68.3,89.0,61.67,44.0,2024-04-19T21:00:00,2024-04-19T14:00:00,1713535200
155,200.2,2024-04-19:13,14.3,66.7,86.0,59.33,43.0,2024-04-19T20:00:00,2024-04-19T13:00:00,1713531600
152,211.3,2024-04-19:12,15.0,65.0,83.0,57.0,42.0,2024-04-19T19:00:00,2024-04-19T12:00:00,1713528000
118,170.0,2024-04-19:11,12.0,72.0,70.0,42.0,35.3,2024-04-19T18:00:00,2024-04-19T11:00:00,1713524400
72,128.8,2024-04-19:10,9.0,79.0,22.0,22.0,28.7,2024-04-19T17:00:00,2024-04-19T10:00:00,1713520800
115,87.5,2024-04-19:09,6.0,86.0,146.0,41.0,22.0,2024-04-19T16:00:00,2024-04-19T09:00:00,1713517200
118,81.7,2024-04-19:08,5.0,89.3,146.0,42.0,22.0,2024-04-19T15:00:00,2024-04-19T08:00:00,1713513600
115,75.9,2024-04-19:07,4.0,92.7,90.0,41.0,22.0,2024-04-19T14:00:00,2024-04-19T07:00:00,1713510000
115,70.0,2024-04-19:06,3.0,96.0,62.0,41.0,22.0,2024-04-19T13:00:00,2024-04-19T06:00:00,1713506400
125,78.4,2024-04-19:05,3.7,94.3,66.3,44.67,28.0,2024-04-19T12:00:00,2024-04-19T05:00:00,1713502800
135,86.8,2024-04-19:04,4.3,92.7,70.7,48.33,34.0,2024-04-19T11:00:00,2024-04-19T04:00:00,1713499200
145,95.1,2024-04-19:03,5.0,91.0,75.0,52.0,40.0,2024-04-19T10:00:00,2024-04-19T03:00:00,1713495600
164,167.1,2024-04-19:02,9.7,75.0,95.0,66.0,45.7,2024-04-19T09:00:00,2024-04-19T02:00:00,1713492000
183,239.1,2024-04-19:01,14.3,59.0,115.0,80.0,51.3,2024-04-19T08:00:00,2024-04-19T01:00:00,1713488400
201,311.1,2024-04-19:00,19.0,43.0,135.0,94.0,57.0,2024-04-19T07:00:00,2024-04-19T00:00:00,1713484800
192,367.1,2024-04-18:23,26.3,40.3,125.3,87.33,77.7,2024-04-19T06:00:00,2024-04-18T23:00:00,1713481200
184,423.1,2024-04-18:22,33.7,37.7,115.7,80.67,98.3,2024-04-19T05:00:00,2024-04-18T22:00:00,1713477600
175,479.1,2024-04-18:21,41.0,35.0,106.0,74.0,119.0,2024-04-19T04:00:00,2024-04-18T21:00:00,1713474000
175,475.4,2024-04-18:20,41.7,37.3,106.7,74.0,115.0,2024-04-19T03:00:00,2024-04-18T20:00:00,1713470400
175,471.7,2024-04-18:19,42.3,39.7,107.3,74.0,111.0,2024-04-19T02:00:00,2024-04-18T19:00:00,1713466800
175,468.0,2024-04-18:18,43.0,42.0,108.0,74.0,107.0,2024-04-19T01:00:00,2024-04-18T18:00:00,1713463200
175,400.0,2024-04-18:17,35.3,49.3,108.3,74.33,92.7,2024-04-19T00:00:00,2024-04-18T17:00:00,1713459600
87,126.3,2024-04-20:17,8.0,56.0,29.0,29.0,33.0,2024-04-21T00:00:00,2024-04-20T17:00:00,1713632400
87,142.8,2024-04-20:16,9.0,58.0,29.0,29.0,39.0,2024-04-20T23:00:00,2024-04-20T16:00:00,1713628800
98,159.3,2024-04-20:15,10.0,60.0,50.0,34.0,45.0,2024-04-20T22:00:00,2024-04-20T15:00:00,1713625200
118,151.2,2024-04-20:14,10.0,62.7,44.0,42.0,42.3,2024-04-20T21:00:00,2024-04-20T14:00:00,1713621600
118,143.0,2024-04-20:13,10.0,65.3,51.0,42.0,39.7,2024-04-20T20:00:00,2024-04-20T13:00:00,1713618000
82,134.8,2024-04-20:12,10.0,68.0,33.0,27.0,37.0,2024-04-20T19:00:00,2024-04-20T12:00:00,1713614400
74,119.2,2024-04-20:11,8.3,77.7,33.0,23.0,36.0,2024-04-20T18:00:00,2024-04-20T11:00:00,1713610800
63,103.7,2024-04-20:10,6.7,87.3,42.0,18.0,35.0,2024-04-20T17:00:00,2024-04-20T10:00:00,1713607200
69,88.1,2024-04-20:09,5.0,97.0,44.0,21.0,34.0,2024-04-20T16:00:00,2024-04-20T09:00:00,1713603600
78,87.0,2024-04-20:08,4.3,101.3,47.0,25.0,35.7,2024-04-20T15:00:00,2024-04-20T08:00:00,1713600000
85,85.8,2024-04-20:07,3.7,105.7,58.0,28.0,37.3,2024-04-20T14:00:00,2024-04-20T07:00:00,1713596400
95,84.6,2024-04-20:06,3.0,110.0,53.0,33.0,39.0,2024-04-20T13:00:00,2024-04-20T06:00:00,1713592800
118,91.0,2024-04-20:05,4.0,100.3,62.0,42.0,40.0,2024-04-20T12:00:00,2024-04-20T05:00:00,1713589200
148,97.5,2024-04-20:04,5.0,90.7,74.0,53.0,41.0,2024-04-20T11:00:00,2024-04-20T04:00:00,1713585600
181,103.9,2024-04-20:03,6.0,81.0,96.0,79.0,42.0,2024-04-20T10:00:00,2024-04-20T03:00:00,1713582000
178,174.7,2024-04-20:02,10.0,70.7,88.0,76.67,46.7,2024-04-20T09:00:00,2024-04-20T02:00:00,1713578400
179,245.5,2024-04-20:01,14.0,60.3,96.0,77.0,51.3,2024-04-20T08:00:00,2024-04-20T01:00:00,1713574800
172,316.3,2024-04-20:00,18.0,50.0,72.0,72.0,56.0,2024-04-20T07:00:00,2024-04-20T00:00:00,1713571200
160,273.9,2024-04-19:23,15.3,55.3,72.0,63.0,51.0,2024-04-20T06:00:00,2024-04-19T23:00:00,1713567600
160,231.5,2024-04-19:22,12.7,60.7,72.0,63.0,46.0,2024-04-20T05:00:00,2024-04-19T22:00:00,1713564000
160,189.1,2024-04-19:21,10.0,66.0,104.0,63.0,41.0,2024-04-20T04:00:00,2024-04-19T21:00:00,1713560400
161,196.1,2024-04-19:20,10.7,67.3,93.3,63.67,43.0,2024-04-20T03:00:00,2024-04-19T20:00:00,1713556800
160,203.1,2024-04-19:19,11.3,68.7,86.0,63.0,45.0,2024-04-20T02:00:00,2024-04-19T19:00:00,1713553200
