aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
239,320.6,2024-05-21:20,14.7,77.3,177.0,122.0,57.0,2024-05-22T03:00:00,2024-05-21T20:00:00,1716321600
242,334.8,2024-05-21:19,15.3,81.7,182.0,125.0,60.0,2024-05-22T02:00:00,2024-05-21T19:00:00,1716318000
246,349.0,2024-05-21:18,16.0,86.0,187.0,128.0,63.0,2024-05-22T01:00:00,2024-05-21T18:00:00,1716314400
251,371.6,2024-05-21:17,16.7,88.3,192.7,131.67,68.0,2024-05-22T00:00:00,2024-05-21T17:00:00,1716310800
159,158.5,2024-05-23:17,12.3,75.0,89.7,62.0,31.7,2024-05-24T00:00:00,2024-05-23T17:00:00,1716483600
160,182.9,2024-05-23:16,13.7,75.0,91.3,63.0,37.3,2024-05-23T23:00:00,2024-05-23T16:00:00,1716480000
161,207.2,2024-05-23:15,15.0,75.0,93.0,64.0,43.0,2024-05-23T22:00:00,2024-05-23T15:00:00,1716476400
151,190.4,2024-05-23:14,14.7,78.7,82.3,56.33,39.7,2024-05-23T21:00:00,2024-05-23T14:00:00,1716472800
136,173.7,2024-05-23:13,14.3,82.3,71.7,48.67,36.3,2024-05-23T20:00:00,2024-05-23T13:00:00,1716469200
115,157.0,2024-05-23:12,14.0,86.0,61.0,41.0,33.0,2024-05-23T19:00:00,2024-05-23T12:00:00,1716465600
69,143.0,2024-05-23:11,11.7,96.7,29.0,21.0,32.7,2024-05-23T18:00:00,2024-05-23T11:00:00,1716462000
103,129.0,2024-05-23:10,9.3,107.3,43.0,36.33,32.3,2024-05-23T17:00:00,2024-05-23T10:00:00,1716458400
98,115.0,2024-05-23:09,7.0,118.0,34.0,34.0,32.0,2024-05-23T16:00:00,2024-05-23T09:00:00,1716454800
100,113.6,2024-05-23:08,6.0,128.3,39.7,35.0,34.3,2024-05-23T15:00:00,2024-05-23T08:00:00,1716451200
123,112.2,2024-05-23:07,5.0,138.7,52.0,44.0,36.7,2024-05-23T14:00:00,2024-05-23T07:00:00,1716447600
104,110.9,2024-05-23:06,4.0,149.0,51.0,37.0,39.0,2024-05-23T13:00:00,2024-05-23T06:00:00,1716444000
126,125.7,2024-05-23:05,5.7,154.7,68.0,45.0,52.0,2024-05-23T12:00:00,2024-05-23T05:00:00,1716440400
131,140.5,2024-05-23:04,7.3,160.3,63.7,47.0,65.0,2024-05-23T11:00:00,2024-05-23T04:00:00,1716436800
145,155.2,2024-05-23:03,9.0,166.0,70.0,52.0,78.0,2024-05-23T10:00:00,2024-05-23T03:00:00,1716433200
144,233.6,2024-05-23:02,15.3,140.3,71.3,51.67,82.3,2024-05-23T09:00:00,2024-05-23T02:00:00,1716429600
145,312.0,2024-05-23:01,21.7,114.7,70.0,52.0,86.7,2024-05-23T08:00:00,2024-05-23T01:00:00,1716426000
142,390.4,2024-05-23:00,28.0,89.0,74.0,51.0,91.0,2024-05-23T07:00:00,2024-05-23T00:00:00,1716422400
145,351.9,2024-05-22:23,26.0,90.3,74.0,52.0,85.3,2024-05-23T06:00:00,2024-05-22T23:00:00,1716418800
189,313.4,2024-05-22:22,24.0,91.7,112.0,85.0,79.7,2024-05-23T05:00:00,2024-05-22T22:00:00,1716415200
157,274.9,2024-05-22:21,22.0,93.0,90.0,61.0,74.0,2024-05-23T04:00:00,2024-05-22T21:00:00,1716411600
149,274.3,2024-05-22:20,20.3,96.3,81.3,53.67,70.7,2024-05-23T03:00:00,2024-05-22T20:00:00,1716408000
104,273.7,2024-05-22:19,18.7,99.7,49.0,37.0,67.3,2024-05-23T02:00:00,2024-05-22T19:00:00,1716404400
110,273.1,2024-05-22:18,17.0,103.0,64.0,39.0,64.0,2024-05-23T01:00:00,2024-05-22T18:00:00,1716400800
121,292.0,2024-05-22:17,16.3,104.3,64.0,43.0,65.7,2024-05-23T00:00:00,2024-05-22T17:00:00,1716397200
87,104.7,2024-05-24:17,7.0,65.3,39.0,29.0,25.3,2024-05-25T00:00:00,2024-05-24T17:00:00,1716570000
90,121.2,2024-05-24:16,8.0,61.7,44.0,30.33,27.7,2024-05-24T23:00:00,2024-05-24T16:00:00,1716566400
95,137.7,2024-05-24:15,9.0,58.0,48.0,33.0,30.0,2024-05-24T22:00:00,2024-05-24T15:00:00,1716562800
103,161.7,2024-05-24:14,10.3,57.7,53.3,36.67,32.0,2024-05-24T21:00:00,2024-05-24T14:00:00,1716559200
113,185.6,2024-05-24:13,11.7,57.3,58.7,40.33,34.0,2024-05-24T20:00:00,2024-05-24T13:00:00,1716555600
123,209.5,2024-05-24:12,13.0,57.0,64.0,44.0,36.0,2024-05-24T19:00:00,2024-05-24T12:00:00,1716552000
104,171.4,2024-05-24:11,10.7,73.3,56.7,37.0,32.3,2024-05-24T18:00:00,2024-05-24T11:00:00,1716548400
74,133.3,2024-05-24:10,8.3,89.7,28.0,23.0,28.7,2024-05-24T17:00:00,2024-05-24T10:00:00,1716544800
74,95.1,2024-05-24:09,6.0,106.0,42.0,23.0,25.0,2024-05-24T16:00:00,2024-05-24T09:00:00,1716541200
74,90.8,2024-05-24:08,4.7,112.0,40.7,23.0,25.7,2024-05-24T15:00:00,2024-05-24T08:00:00,1716537600
76,86.6,2024-05-24:07,3.3,118.0,38.0,24.0,26.3,2024-05-24T14:00:00,2024-05-24T07:00:00,1716534000
74,82.3,2024-05-24:06,2.0,124.0,38.0,23.0,27.0,2024-05-24T13:00:00,2024-05-24T06:00:00,1716530400
126,88.7,2024-05-24:05,3.0,122.7,60.7,45.0,31.7,2024-05-24T12:00:00,2024-05-24T05:00:00,1716526800
165,95.1,2024-05-24:04,4.0,121.3,83.3,67.0,36.3,2024-05-24T11:00:00,2024-05-24T04:00:00,1716523200
195,101.5,2024-05-24:03,5.0,120.0,106.0,89.0,41.0,2024-05-24T10:00:00,2024-05-24T03:00:00,1716519600
190,128.2,2024-05-24:02,6.7,104.0,102.0,85.67,40.3,2024-05-24T09:00:00,2024-05-24T02:00:00,1716516000
181,154.8,2024-05-24:01,8.3,88.0,104.0,79.0,39.7,2024-05-24T08:00:00,2024-05-24T01:00:00,1716512400
181,181.5,2024-05-24:00,10.0,72.0,94.0,79.0,39.0,2024-05-24T07:00:00,2024-05-24T00:00:00,1716508800
173,160.7,2024-05-23:23,9.3,72.7,90.0,73.0,35.3,2024-05-24T06:00:00,2024-05-23T23:00:00,1716505200
165,139.9,2024-05-23:22,8.7,73.3,84.0,67.0,31.7,2024-05-24T05:00:00,2024-05-23T22:00:00,1716501600
184,119.1,2024-05-23:21,8.0,74.0,94.0,81.0,28.0,2024-05-24T04:00:00,2024-05-23T21:00:00,1716498000
172,124.1,2024-05-23:20,9.0,74.3,80.3,71.67,27.3,2024-05-24T03:00:00,2024-05-23T20:00:00,1716494400
192,129.2,2024-05-23:19,10.0,74.7,110.0,87.0,26.7,2024-05-24T02:00:00,2024-05-23T19:00:00,1716490800
148,134.2,2024-05-23:18,11.0,75.0,53.0,53.0,26.0,2024-05-24T01:00:00,2024-05-23T18:00:00,1716487200
152,158.5,2024-05-23:17,12.3,75.0,66.3,56.67,31.7,2024-05-24T00:00:00,2024-05-23T17:00:00,1716483600
82,191.4,2024-05-25:17,11.3,55.3,41.0,27.0,47.0,2024-05-26T00:00:00,2024-05-25T17:00:00,1716656400
76,199.0,2024-05-25:16,12.7,57.7,41.0,24.0,47.0,2024-05-25T23:00:00,2024-05-25T16:00:00,1716652800
65,206.6,2024-05-25:15,14.0,60.0,34.0,19.0,47.0,2024-05-25T22:00:00,2024-05-25T15:00:00,1716649200
74,207.4,2024-05-25:14,15.0,62.0,33.7,23.33,46.3,2024-05-25T21:00:00,2024-05-25T14:00:00,1716645600
85,208.2,2024-05-25:13,16.0,64.0,28.0,28.0,45.7,2024-05-25T20:00:00,2024-05-25T13:00:00,1716642000
93,208.9,2024-05-25:12,17.0,66.0,33.0,32.0,45.0,2024-05-25T19:00:00,2024-05-25T12:00:00,1716638400
85,186.6,2024-05-25:11,15.7,71.3,54.0,28.0,46.3,2024-05-25T18:00:00,2024-05-25T11:00:00,1716634800
87,164.2,2024-05-25:10,14.3,76.7,56.0,29.0,47.7,2024-05-25T17:00:00,2024-05-25T10:00:00,1716631200
139,141.8,2024-05-25:09,13.0,82.0,72.0,50.0,49.0,2024-05-25T16:00:00,2024-05-25T09:00:00,1716627600
128,141.2,2024-05-25:08,12.7,81.7,64.0,45.67,50.7,2024-05-25T15:00:00,2024-05-25T08:00:00,1716624000
104,140.6,2024-05-25:07,12.3,81.3,72.0,37.0,52.3,2024-05-25T14:00:00,2024-05-25T07:00:00,1716620400
104,140.1,2024-05-25:06,12.0,81.0,48.0,37.0,54.0,2024-05-25T13:00:00,2024-05-25T06:00:00,1716616800
126,152.7,2024-05-25:05,12.7,77.7,51.0,45.0,60.3,2024-05-25T12:00:00,2024-05-25T05:00:00,1716613200
89,165.4,2024-05-25:04,13.3,74.3,34.0,30.0,66.7,2024-05-25T11:00:00,2024-05-25T04:00:00,1716609600
78,178.0,2024-05-25:03,14.0,71.0,34.0,25.0,73.0,2024-05-25T10:00:00,2024-05-25T03:00:00,1716606000
77,192.4,2024-05-25:02,15.3,64.7,33.0,24.33,74.3,2024-05-25T09:00:00,2024-05-25T02:00:00,1716602400
87,206.8,2024-05-25:01,16.7,58.3,33.0,29.0,75.7,2024-05-25T08:00:00,2024-05-25T01:00:00,1716598800
74,221.2,2024-05-25:00,18.0,52.0,31.0,23.0,77.0,2024-05-25T07:00:00,2024-05-25T00:00:00,1716595200
72,179.7,2024-05-24:23,15.3,55.0,31.0,22.0,63.0,2024-05-25T06:00:00,2024-05-24T23:00:00,1716591600
67,138.3,2024-05-24:22,12.7,58.0,40.0,20.0,49.0,2024-05-25T05:00:00,2024-05-24T22:00:00,1716588000
87,96.9,2024-05-24:21,10.0,61.0,41.0,29.0,35.0,2024-05-25T04:00:00,2024-05-24T21:00:00,1716584400
84,94.0,2024-05-24:20,8.7,63.7,39.3,27.67,31.0,2024-05-25T03:00:00,2024-05-24T20:00:00,1716580800
67,91.0,2024-05-24:19,7.3,66.3,34.0,20.0,27.0,2024-05-25T02:00:00,2024-05-24T19:00:00,1716577200
78,88.1,2024-05-24:18,6.0,69.0,36.0,25.0,23.0,2024-05-25T01:00:00,2024-05-24T18:00:00,1716573600
87,104.7,2024-05-24:17,7.0,65.3,39.0,29.0,25.3,2024-05-25T00:00:00,2024-05-24T17:00:00,1716570000
139,183.4,2024-05-26:17,10.7,70.7,66.0,50.0,41.3,2024-05-27T00:00:00,2024-05-26T17:00:00,1716742800
134,208.2,2024-05-26:16,11.3,71.3,66.0,48.0,46.7,2024-05-26T23:00:00,2024-05-26T16:00:00,1716739200
153,232.9,2024-05-26:15,12.0,72.0,58.0,58.0,52.0,2024-05-26T22:00:00,2024-05-26T15:00:00,1716735600
155,252.7,2024-05-26:14,14.0,75.7,86.0,59.0,55.0,2024-05-26T21:00:00,2024-05-26T14:00:00,1716732000
172,272.5,2024-05-26:13,16.0,79.3,96.7,72.0,58.0,2024-05-26T20:00:00,2024-05-26T13:00:00,1716728400
181,292.4,2024-05-26:12,18.0,83.0,116.0,79.0,61.0,2024-05-26T19:00:00,2024-05-26T12:00:00,1716724800
157,236.9,2024-05-26:11,13.7,100.3,106.0,60.67,55.3,2024-05-26T18:00:00,2024-05-26T11:00:00,1716721200
82,181.5,2024-05-26:10,9.3,117.7,49.0,27.0,49.7,2024-05-26T17:00:00,2024-05-26T10:00:00,1716717600
76,126.1,2024-05-26:09,5.0,135.0,86.0,24.0,44.0,2024-05-26T16:00:00,2024-05-26T09:00:00,1716714000
131,129.4,2024-05-26:08,5.0,132.7,60.0,47.0,47.7,2024-05-26T15:00:00,2024-05-26T08:00:00,1716710400
90,132.7,2024-05-26:07,5.0,130.3,60.0,30.67,51.3,2024-05-26T14:00:00,2024-05-26T07:00:00,1716706800
98,136.0,2024-05-26:06,5.0,128.0,47.0,34.0,55.0,2024-05-26T13:00:00,2024-05-26T06:00:00,1716703200
126,153.5,2024-05-26:05,7.3,119.3,51.0,45.0,65.3,2024-05-26T12:00:00,2024-05-26T05:00:00,1716699600
142,171.0,2024-05-26:04,9.7,110.7,68.0,51.0,75.7,2024-05-26T11:00:00,2024-05-26T04:00:00,1716696000
160,188.5,2024-05-26:03,12.0,102.0,96.0,63.0,86.0,2024-05-26T10:00:00,2024-05-26T03:00:00,1716692400
195,240.1,2024-05-26:02,14.7,81.3,112.0,89.0,81.7,2024-05-26T09:00:00,2024-05-26T02:00:00,1716688800
188,291.6,2024-05-26:01,17.3,60.7,104.0,84.33,77.3,2024-05-26T08:00:00,2024-05-26T01:00:00,1716685200
203,343.2,2024-05-26:00,20.0,40.0,108.0,95.0,73.0,2024-05-26T07:00:00,2024-05-26T00:00:00,1716681600
185,292.4,2024-05-25:23,17.3,40.3,82.0,82.0,65.0,2024-05-26T06:00:00,2024-05-25T23:00:00,1716678000
163,241.6,2024-05-25:22,14.7,40.7,82.0,65.0,57.0,2024-05-26T05:00:00,2024-05-25T22:00:00,1716674400
152,190.8,2024-05-25:21,12.0,41.0,76.0,57.0,49.0,2024-05-26T04:00:00,2024-05-25T21:00:00,1716670800
144,188.5,2024-05-25:20,11.3,45.0,64.3,51.67,48.3,2024-05-26T03:00:00,2024-05-25T20:00:00,1716667200
137,186.2,2024-05-25:19,10.7,49.0,70.0,49.0,47.7,2024-05-26T02:00:00,2024-05-25T19:00:00,1716663600
115,183.8,2024-05-25:18,10.0,53.0,41.0,41.0,47.0,2024-05-26T01:00:00,2024-05-25T18:00:00,1716660000
82,191.4,2024-05-25:17,11.3,55.3,41.0,27.0,47.0,2024-05-26T00:00:00,2024-05-25T17:00:00,1716656400
198,385.0,2024-05-27:17,21.3,68.7,132.0,91.67,79.3,2024-05-28T00:00:00,2024-05-27T17:00:00,1716829200
199,391.8,2024-05-27:16,21.7,72.3,133.0,92.33,84.7,2024-05-27T23:00:00,2024-05-27T16:00:00,1716825600
200,398.6,2024-05-27:15,22.0,76.0,134.0,93.0,90.0,2024-05-27T22:00:00,2024-05-27T15:00:00,1716822000
491,347.4,2024-05-27:14,20.3,79.7,595.0,39.0,81.7,2024-05-27T21:00:00,2024-05-27T14:00:00,1716818400
300,296.3,2024-05-27:13,18.7,83.3,424.0,54.33,73.3,2024-05-27T20:00:00,2024-05-27T13:00:00,1716814800
465,245.1,2024-05-27:12,17.0,87.0,569.0,35.0,65.0,2024-05-27T19:00:00,2024-05-27T12:00:00,1716811200
268,193.6,2024-05-27:11,12.7,98.7,401.3,40.0,56.3,2024-05-27T18:00:00,2024-05-27T11:00:00,1716807600
140,142.0,2024-05-27:10,8.3,110.3,233.7,45.0,47.7,2024-05-27T17:00:00,2024-05-27T10:00:00,1716804000
139,90.5,2024-05-27:09,4.0,122.0,66.0,50.0,39.0,2024-05-27T16:00:00,2024-05-27T09:00:00,1716800400
137,86.6,2024-05-27:08,3.7,121.0,108.0,49.0,38.0,2024-05-27T15:00:00,2024-05-27T08:00:00,1716796800
129,82.7,2024-05-27:07,3.3,120.0,67.3,46.0,37.0,2024-05-27T14:00:00,2024-05-27T07:00:00,1716793200
123,78.8,2024-05-27:06,3.0,119.0,68.0,44.0,36.0,2024-05-27T13:00:00,2024-05-27T06:00:00,1716789600
118,86.6,2024-05-27:05,3.7,114.3,70.0,42.0,40.3,2024-05-27T12:00:00,2024-05-27T05:00:00,1716786000
137,94.3,2024-05-27:04,4.3,109.7,68.0,49.0,44.7,2024-05-27T11:00:00,2024-05-27T04:00:00,1716782400
152,102.1,2024-05-27:03,5.0,105.0,66.0,57.0,49.0,2024-05-27T10:00:00,2024-05-27T03:00:00,1716778800
163,150.8,2024-05-27:02,8.0,85.0,92.0,65.0,52.7,2024-05-27T09:00:00,2024-05-27T02:00:00,1716775200
168,199.4,2024-05-27:01,11.0,65.0,91.3,69.0,56.3,2024-05-27T08:00:00,2024-05-27T01:00:00,1716771600
176,248.0,2024-05-27:00,14.0,45.0,104.0,75.0,60.0,2024-05-27T07:00:00,2024-05-27T00:00:00,1716768000
203,215.5,2024-05-26:23,12.7,49.7,114.0,95.0,55.0,2024-05-27T06:00:00,2024-05-26T23:00:00,1716764400
203,183.1,2024-05-26:22,11.3,54.3,114.0,95.0,50.0,2024-05-27T05:00:00,2024-05-26T22:00:00,1716760800
173,150.6,2024-05-26:21,10.0,59.0,78.0,73.0,45.0,2024-05-27T04:00:00,2024-05-26T21:00:00,1716757200
137,153.3,2024-05-26:20,10.0,62.7,66.0,49.0,42.0,2024-05-27T03:00:00,2024-05-26T20:00:00,1716753600
162,156.0,2024-05-26:19,10.0,66.3,85.3,64.33,39.0,2024-05-27T02:00:00,2024-05-26T19:00:00,1716750000
156,158.7,2024-05-26:18,10.0,70.0,89.0,60.0,36.0,2024-05-27T01:00:00,2024-05-26T18:00:00,1716746400
139,183.4,2024-05-26:17,10.7,70.7,66.0,50.0,41.3,2024-05-27T00:00:00,2024-05-26T17:00:00,1716742800
155,160.5,2024-05-28:17,10.0,98.0,72.0,59.0,62.7,2024-05-29T00:00:00,2024-05-28T17:00:00,1716915600
153,165.2,2024-05-28:16,11.0,99.0,71.5,58.0,63.3,2024-05-28T23:00:00,2024-05-28T16:00:00,1716912000
137,169.8,2024-05-28:15,12.0,100.0,61.0,49.0,64.0,2024-05-28T22:00:00,2024-05-28T15:00:00,1716908400
160,186.0,2024-05-28:14,14.0,97.7,84.7,63.0,66.0,2024-05-28T21:00:00,2024-05-28T14:00:00,1716904800
179,202.1,2024-05-28:13,16.0,95.3,108.3,77.0,68.0,2024-05-28T20:00:00,2024-05-28T13:00:00,1716901200
197,218.3,2024-05-28:12,18.0,93.0,132.0,91.0,70.0,2024-05-28T19:00:00,2024-05-28T12:00:00,1716897600
175,180.5,2024-05-28:11,13.7,111.0,108.7,74.0,66.0,2024-05-28T18:00:00,2024-05-28T11:00:00,1716894000
152,142.8,2024-05-28:10,9.3,129.0,85.3,57.0,62.0,2024-05-28T17:00:00,2024-05-28T10:00:00,1716890400
112,105.0,2024-05-28:09,5.0,147.0,62.0,40.0,58.0,2024-05-28T16:00:00,2024-05-28T09:00:00,1716886800
112,105.6,2024-05-28:08,4.3,152.0,74.0,40.0,59.0,2024-05-28T15:00:00,2024-05-28T08:00:00,1716883200
121,106.2,2024-05-28:07,3.7,157.0,70.0,43.33,60.0,2024-05-28T14:00:00,2024-05-28T07:00:00,1716879600
126,106.8,2024-05-28:06,3.0,162.0,74.0,45.0,61.0,2024-05-28T13:00:00,2024-05-28T06:00:00,1716876000
134,119.6,2024-05-28:05,4.3,162.3,92.0,48.0,71.7,2024-05-28T12:00:00,2024-05-28T05:00:00,1716872400
157,132.5,2024-05-28:04,5.7,162.7,82.0,61.0,82.3,2024-05-28T11:00:00,2024-05-28T04:00:00,1716868800
200,145.3,2024-05-28:03,7.0,163.0,94.0,93.0,93.0,2024-05-28T10:00:00,2024-05-28T03:00:00,1716865200
219,255.4,2024-05-28:02,16.3,133.0,140.0,107.0,97.0,2024-05-28T09:00:00,2024-05-28T02:00:00,1716861600
216,365.5,2024-05-28:01,25.7,103.0,115.3,105.0,101.0,2024-05-28T08:00:00,2024-05-28T01:00:00,1716858000
224,475.6,2024-05-28:00,35.0,73.0,126.0,111.0,105.0,2024-05-28T07:00:00,2024-05-28T00:00:00,1716854400
200,474.1,2024-05-27:23,33.7,65.3,112.0,93.0,97.3,2024-05-28T06:00:00,2024-05-27T23:00:00,1716850800
199,472.5,2024-05-27:22,32.3,57.7,98.0,92.33,89.7,2024-05-28T05:00:00,2024-05-27T22:00:00,1716847200
187,471.0,2024-05-27:21,31.0,50.0,84.0,83.0,82.0,2024-05-28T04:00:00,2024-05-27T21:00:00,1716843600
187,440.0,2024-05-27:20,27.7,55.0,108.0,83.0,79.3,2024-05-28T03:00:00,2024-05-27T20:00:00,1716840000
194,409.1,2024-05-27:19,24.3,60.0,115.3,88.33,76.7,2024-05-28T02:00:00,2024-05-27T19:00:00,1716836400
197,378.2,2024-05-27:18,21.0,65.0,131.0,91.0,74.0,2024-05-28T01:00:00,2024-05-27T18:00:00,1716832800
198,385.0,2024-05-27:17,21.3,68.7,132.0,91.67,79.3,2024-05-28T00:00:00,2024-05-27T17:00:00,1716829200
215,257.0,2024-05-29:17,14.7,97.0,153.3,104.33,79.7,2024-05-30T00:00:00,2024-05-29T17:00:00,1717002000
217,267.1,2024-05-29:16,15.3,98.0,155.7,105.67,83.3,2024-05-29T23:00:00,2024-05-29T16:00:00,1716998400
219,277.2,2024-05-29:15,16.0,99.0,158.0,107.0,87.0,2024-05-29T22:00:00,2024-05-29T15:00:00,1716994800
123,273.1,2024-05-29:14,16.7,97.0,64.0,44.0,85.0,2024-05-29T21:00:00,2024-05-29T14:00:00,1716991200
160,269.0,2024-05-29:13,17.3,95.0,88.7,63.0,83.0,2024-05-29T20:00:00,2024-05-29T13:00:00,1716987600
115,265.0,2024-05-29:12,18.0,93.0,54.0,41.0,81.0,2024-05-29T19:00:00,2024-05-29T12:00:00,1716984000
112,209.1,2024-05-29:11,13.7,108.3,51.3,39.67,76.7,2024-05-29T18:00:00,2024-05-29T11:00:00,1716980400
108,153.3,2024-05-29:10,9.3,123.7,48.7,38.33,72.3,2024-05-29T17:00:00,2024-05-29T10:00:00,1716976800
104,97.5,2024-05-29:09,5.0,139.0,46.0,37.0,68.0,2024-05-29T16:00:00,2024-05-29T09:00:00,1716973200
134,97.3,2024-05-29:08,4.3,142.0,64.0,48.0,69.3,2024-05-29T15:00:00,2024-05-29T08:00:00,1716969600
124,97.1,2024-05-29:07,3.7,145.0,60.7,44.33,70.7,2024-05-29T14:00:00,2024-05-29T07:00:00,1716966000
134,96.9,2024-05-29:06,3.0,148.0,68.0,48.0,72.0,2024-05-29T13:00:00,2024-05-29T06:00:00,1716962400
134,108.5,2024-05-29:05,3.7,148.0,66.0,48.0,78.7,2024-05-29T12:00:00,2024-05-29T05:00:00,1716958800
129,120.2,2024-05-29:04,4.3,148.0,72.0,46.0,85.3,2024-05-29T11:00:00,2024-05-29T04:00:00,1716955200
167,131.9,2024-05-29:03,5.0,148.0,100.0,68.0,92.0,2024-05-29T10:00:00,2024-05-29T03:00:00,1716951600
153,183.6,2024-05-29:02,8.3,125.0,74.0,58.0,88.3,2024-05-29T09:00:00,2024-05-29T02:00:00,1716948000
150,235.4,2024-05-29:01,11.7,102.0,68.0,54.0,84.7,2024-05-29T08:00:00,2024-05-29T01:00:00,1716944400
168,287.1,2024-05-29:00,15.0,79.0,94.0,69.0,81.0,2024-05-29T07:00:00,2024-05-29T00:00:00,1716940800
179,256.0,2024-05-28:23,13.0,79.7,112.0,77.0,76.0,2024-05-29T06:00:00,2024-05-28T23:00:00,1716937200
183,224.9,2024-05-28:22,11.0,80.3,88.5,80.0,71.0,2024-05-29T05:00:00,2024-05-28T22:00:00,1716933600
189,193.8,2024-05-28:21,9.0,81.0,99.5,85.0,66.0,2024-05-29T04:00:00,2024-05-28T21:00:00,1716930000
179,181.1,2024-05-28:20,9.0,86.3,82.0,77.0,64.7,2024-05-29T03:00:00,2024-05-28T20:00:00,1716926400
199,168.5,2024-05-28:19,9.0,91.7,115.0,92.0,63.3,2024-05-29T02:00:00,2024-05-28T19:00:00,1716922800
148,155.8,2024-05-28:18,9.0,97.0,72.0,53.0,62.0,2024-05-29T01:00:00,2024-05-28T18:00:00,1716919200
155,160.5,2024-05-28:17,10.0,98.0,72.0,59.0,62.7,2024-05-29T00:00:00,2024-05-28T17:00:00,1716915600
220,265.5,2024-05-30:17,18.3,77.3,156.3,108.0,59.3,2024-05-31T00:00:00,2024-05-30T17:00:00,1717088400
240,296.5,2024-05-30:16,20.7,73.7,177.7,123.0,64.7,2024-05-30T23:00:00,2024-05-30T16:00:00,1717084800
260,327.4,2024-05-30:15,23.0,70.0,199.0,138.0,70.0,2024-05-30T22:00:00,2024-05-30T15:00:00,1717081200
264,346.7,2024-05-30:14,26.3,71.3,203.3,141.33,71.7,2024-05-30T21:00:00,2024-05-30T14:00:00,1717077600
269,365.9,2024-05-30:13,29.7,72.7,207.7,144.67,73.3,2024-05-30T20:00:00,2024-05-30T13:00:00,1717074000
273,385.2,2024-05-30:12,33.0,74.0,212.0,148.0,75.0,2024-05-30T19:00:00,2024-05-30T12:00:00,1717070400
237,293.4,2024-05-30:11,23.7,94.7,173.0,120.67,65.0,2024-05-30T18:00:00,2024-05-30T11:00:00,1717066800
200,201.5,2024-05-30:10,14.3,115.3,134.0,93.33,55.0,2024-05-30T17:00:00,2024-05-30T10:00:00,1717063200
164,109.7,2024-05-30:09,5.0,136.0,95.0,66.0,45.0,2024-05-30T16:00:00,2024-05-30T09:00:00,1717059600
168,114.0,2024-05-30:08,4.3,144.3,98.7,68.67,48.0,2024-05-30T15:00:00,2024-05-30T08:00:00,1717056000
171,118.3,2024-05-30:07,3.7,152.7,102.3,71.33,51.0,2024-05-30T14:00:00,2024-05-30T07:00:00,1717052400
175,122.6,2024-05-30:06,3.0,161.0,106.0,74.0,54.0,2024-05-30T13:00:00,2024-05-30T06:00:00,1717048800
179,134.0,2024-05-30:05,4.3,161.7,110.7,77.0,67.3,2024-05-30T12:00:00,2024-05-30T05:00:00,1717045200
183,145.5,2024-05-30:04,5.7,162.3,115.3,80.0,80.7,2024-05-30T11:00:00,2024-05-30T04:00:00,1717041600
187,157.0,2024-05-30:03,7.0,163.0,120.0,83.0,94.0,2024-05-30T10:00:00,2024-05-30T03:00:00,1717038000
163,270.8,2024-05-30:02,14.7,134.7,96.0,65.0,94.7,2024-05-30T09:00:00,2024-05-30T02:00:00,1717034400
157,384.6,2024-05-30:01,22.3,106.3,82.0,60.5,95.3,2024-05-30T08:00:00,2024-05-30T01:00:00,1717030800
151,498.4,2024-05-30:00,30.0,78.0,70.0,56.0,96.0,2024-05-30T07:00:00,2024-05-30T00:00:00,1717027200
176,417.3,2024-05-29:23,25.0,79.7,94.0,75.0,88.7,2024-05-30T06:00:00,2024-05-29T23:00:00,1717023600
181,336.2,2024-05-29:22,20.0,81.3,98.0,79.0,81.3,2024-05-30T05:00:00,2024-05-29T22:00:00,1717020000
173,255.0,2024-05-29:21,15.0,83.0,90.0,73.0,74.0,2024-05-30T04:00:00,2024-05-29T21:00:00,1717016400
171,252.3,2024-05-29:20,14.7,87.3,89.0,71.0,74.7,2024-05-30T03:00:00,2024-05-29T20:00:00,1717012800
146,249.6,2024-05-29:19,14.3,91.7,65.3,52.33,75.3,2024-05-30T02:00:00,2024-05-29T19:00:00,1717009200
118,246.9,2024-05-29:18,14.0,96.0,53.0,42.0,76.0,2024-05-30T01:00:00,2024-05-29T18:00:00,1717005600
161,257.0,2024-05-29:17,14.7,97.0,88.0,63.67,79.7,2024-05-30T00:00:00,2024-05-29T17:00:00,1717002000
187,257.2,2024-05-31:17,13.0,102.3,122.7,83.33,65.7,2024-06-01T00:00:00,2024-05-31T17:00:00,1717174800
182,251.7,2024-05-31:16,13.0,100.7,117.3,79.67,63.3,2024-05-31T23:00:00,2024-05-31T16:00:00,1717171200
177,246.3,2024-05-31:15,13.0,99.0,112.0,76.0,61.0,2024-05-31T22:00:00,2024-05-31T15:00:00,1717167600
175,245.1,2024-05-31:14,14.0,99.7,109.7,74.33,61.3,2024-05-31T21:00:00,2024-05-31T14:00:00,1717164000
173,243.9,2024-05-31:13,15.0,100.3,107.3,72.67,61.7,2024-05-31T20:00:00,2024-05-31T13:00:00,1717160400
171,242.8,2024-05-31:12,16.0,101.0,105.0,71.0,62.0,2024-05-31T19:00:00,2024-05-31T12:00:00,1717156800
166,198.4,2024-05-31:11,12.3,114.7,99.0,67.67,59.0,2024-05-31T18:00:00,2024-05-31T11:00:00,1717153200
